DateTime,Average USD,Sales USD
2019-06-02 0:00,22.69,67606.45
2019-06-03 0:00,38.67,113222.84
2019-06-04 0:00,17.51,43231.31
2019-06-05 0:00,17.67,56618.38
2019-06-06 0:00,21.84,59000.86
2019-06-07 0:00,25.32,95194.48
2019-06-08 0:00,12.3,38172.44
2019-06-09 0:00,10.15,48414.8
2019-06-10 0:00,15.86,47927.08
2019-06-11 0:00,12.36,44166.6
2019-06-12 0:00,17.97,68474.39
2019-06-13 0:00,19.52,83224
2019-06-14 0:00,19.34,64981.93
2019-06-15 0:00,17.41,58655.94
2019-06-16 0:00,18.27,74226
2019-06-17 0:00,16.71,50532.23
2019-06-18 0:00,44.84,135495.01
2019-06-19 0:00,38.93,115857.62
2019-06-20 0:00,33.73,75258.18
2019-06-21 0:00,54.38,179034.18
2019-06-22 0:00,31.19,120832.73
2019-06-23 0:00,14.8,55356.96
2019-06-24 0:00,33.11,125038.71
2019-06-25 0:00,16.62,46648.41
2019-06-26 0:00,27.38,75866.35
2019-06-27 0:00,24.56,44038.28
2019-06-28 0:00,25.39,46002.7
2019-06-29 0:00,24.8,70814.84
2019-06-30 0:00,19.88,40985.72
2019-07-01 0:00,16.75,25070.45
2019-07-02 0:00,20.26,30552.01
2019-07-03 0:00,20.7,37133.09
2019-07-04 0:00,23.55,59532.98
2019-07-05 0:00,24.18,52290.93
2019-07-06 0:00,9.66,29444.82
2019-07-07 0:00,18.53,53321.68
2019-07-08 0:00,20.61,53712.4
2019-07-09 0:00,22.56,66692.64
2019-07-10 0:00,33.64,90059.19
2019-07-11 0:00,31.23,58871.72
2019-07-12 0:00,15.11,36199.17
2019-07-13 0:00,15.39,42706.38
2019-07-14 0:00,20.16,55088.27
2019-07-15 0:00,28.49,71734.82
2019-07-16 0:00,42.6,49713.11
2019-07-17 0:00,22.89,63019.71
2019-07-18 0:00,13.62,58757.75
2019-07-19 0:00,9.32,27570.39
2019-07-20 0:00,7.63,36276.63
2019-07-21 0:00,7.77,37002.11
2019-07-22 0:00,10.55,36093.83
2019-07-23 0:00,9.03,33263.18
2019-07-24 0:00,9.02,25585.13
2019-07-25 0:00,9.54,24285.49
2019-07-26 0:00,8.12,32992.02
2019-07-27 0:00,8.7,34745.44
2019-07-28 0:00,8.63,34140.38
2019-07-29 0:00,13.26,52684.58
2019-07-30 0:00,8.77,36887.63
2019-07-31 0:00,14.83,53700.76
2019-08-01 0:00,22.97,71054.42
2019-08-02 0:00,11.63,32981.47
2019-08-03 0:00,11.08,38005.59
2019-08-04 0:00,10.04,37733.01
2019-08-05 0:00,9.71,32641.59
2019-08-06 0:00,16.92,37026.18
2019-08-07 0:00,13.21,37390.73
2019-08-08 0:00,14.42,41158.41
2019-08-09 0:00,14.96,41931.04
2019-08-10 0:00,10.22,22064.71
2019-08-11 0:00,10.02,23864.54
2019-08-12 0:00,44.56,109535.54
2019-08-13 0:00,16.47,42876.55
2019-08-14 0:00,13.59,36701.05
2019-08-15 0:00,13.44,34841.56
2019-08-16 0:00,16.83,44915.77
2019-08-17 0:00,6.31,22931.24
2019-08-18 0:00,5.81,21775.95
2019-08-19 0:00,13.69,31809.73
2019-08-20 0:00,9,25461.85
2019-08-21 0:00,10.46,24407.25
2019-08-22 0:00,16.28,41265.58
2019-08-23 0:00,13.23,40193.69
2019-08-24 0:00,11.2,41044.64
2019-08-25 0:00,12.46,34729.81
2019-08-26 0:00,24.88,50053.41
2019-08-27 0:00,8.22,24230.83
2019-08-28 0:00,20.83,63940.51
2019-08-29 0:00,15.27,45919.17
2019-08-30 0:00,13.03,30847.58
2019-08-31 0:00,10.46,50123.62
2019-09-01 0:00,10.42,47917.92
2019-09-02 0:00,11.04,43988.8
2019-09-03 0:00,13,38367.42
2019-09-04 0:00,39.63,89852.07
2019-09-05 0:00,21.67,36774.94
2019-09-06 0:00,19.64,29237.86
2019-09-07 0:00,16.86,25088.13
2019-09-08 0:00,31.04,44909.5
2019-09-09 0:00,55,76003.81
2019-09-10 0:00,27.06,31172.99
2019-09-11 0:00,25.48,32206.3
2019-09-12 0:00,30.03,39002.52
2019-09-13 0:00,50.98,65609.64
2019-09-14 0:00,12.67,36449.04
2019-09-15 0:00,11.06,28061.75
2019-09-16 0:00,31.12,38808.44
2019-09-17 0:00,28.63,30664.73
2019-09-18 0:00,26.5,30077.81
2019-09-19 0:00,67.54,75176.89
2019-09-20 0:00,25.78,22737.31
2019-09-21 0:00,13.64,31617.58
2019-09-22 0:00,14.94,31189.77
2019-09-23 0:00,21.52,32369.91
2019-09-24 0:00,30.6,37603.19
2019-09-25 0:00,29.56,31627.77
2019-09-26 0:00,30.1,34248.95
2019-09-27 0:00,22.37,22014.82
2019-09-28 0:00,9.68,19552.17
2019-09-29 0:00,29.18,74550.71
2019-09-30 0:00,15.21,31337.82
2019-10-01 0:00,11.05,39428.93
2019-10-02 0:00,11.54,37735.51
2019-10-03 0:00,7.66,30384.51
2019-10-04 0:00,9.56,31746.1
2019-10-05 0:00,5.61,19313.81
2019-10-06 0:00,19.1,53668.25
2019-10-07 0:00,13.93,43776.39
2019-10-08 0:00,12.45,40279.62
2019-10-09 0:00,17.67,95414.5
2019-10-10 0:00,7.33,27207.96
2019-10-11 0:00,5.57,28230.05
2019-10-12 0:00,9.42,30195.36
2019-10-13 0:00,24.08,74430.66
2019-10-14 0:00,32.82,111464.93
2019-10-15 0:00,52.66,243137.88
2019-10-16 0:00,51.54,177556.19
2019-10-17 0:00,32.66,151133.25
2019-10-18 0:00,30.69,127190.45
2019-10-19 0:00,31.45,122846.76
2019-10-20 0:00,31.98,272958
2019-10-21 0:00,25.58,79584.51
2019-10-22 0:00,27.24,87377.44
2019-10-23 0:00,30.94,67813.42
2019-10-24 0:00,33.05,73037.4
2019-10-25 0:00,32.17,82163.17
2019-10-26 0:00,22.85,89623.31
2019-10-27 0:00,26.18,94207.52
2019-10-28 0:00,20.38,74794.07
2019-10-29 0:00,23.61,66763.15
2019-10-30 0:00,29.72,80530.41
2019-10-31 0:00,24.73,66382.15
2019-11-01 0:00,15.13,50526.36
2019-11-02 0:00,16.79,66186.68
2019-11-03 0:00,27.81,83761.01
2019-11-04 0:00,21.05,60257.42
2019-11-05 0:00,15.73,47518.49
2019-11-06 0:00,13.14,63610.22
2019-11-07 0:00,12.58,72576.27
2019-11-08 0:00,8.92,40965.89
2019-11-09 0:00,7.61,38559.51
2019-11-10 0:00,12.88,64599.81
2019-11-11 0:00,22.93,78206.78
2019-11-12 0:00,13.16,49008.31
2019-11-13 0:00,10.97,41635.95
2019-11-14 0:00,15.28,40312.93
2019-11-15 0:00,8.79,26284.77
2019-11-16 0:00,7.49,23566.7
2019-11-17 0:00,19.85,53609.32
2019-11-18 0:00,15.36,47095.42
2019-11-19 0:00,15.18,44919.7
2019-11-20 0:00,15.43,46600.99
2019-11-21 0:00,15.79,40908.04
2019-11-22 0:00,11.1,138240.01
2019-11-23 0:00,5.87,102546.44
2019-11-24 0:00,4.84,97961.88
2019-11-25 0:00,8.06,83488.22
2019-11-26 0:00,5.14,62960.32
2019-11-27 0:00,8.01,97961.22
2019-11-28 0:00,7.69,78316.91
2019-11-29 0:00,5.22,95453.08
2019-11-30 0:00,6.75,91026.4
2019-12-01 0:00,5.21,86077.43
2019-12-02 0:00,5.12,72183.81
2019-12-03 0:00,10.66,86941.9
2019-12-04 0:00,9.38,72105.31
2019-12-05 0:00,15.66,160554.52
2019-12-06 0:00,7.56,61234.45
2019-12-07 0:00,6.35,59429.07
2019-12-08 0:00,7.06,77847.09
2019-12-09 0:00,12.24,113463.82
2019-12-10 0:00,11.1,87398.63
2019-12-11 0:00,9.74,78450.36
2019-12-12 0:00,9.01,75394.96
2019-12-13 0:00,8.34,48990.18
2019-12-14 0:00,9.35,58780.76
2019-12-15 0:00,8.68,53446.95
2019-12-16 0:00,13.97,69233.32
2019-12-17 0:00,14.45,58093.06
2019-12-18 0:00,34.82,217788.42
2019-12-19 0:00,18.12,109032.03
2019-12-20 0:00,19.87,100582.7
2019-12-21 0:00,12.66,86501.83
2019-12-22 0:00,7.21,60455.81
2019-12-23 0:00,16.69,76504.76
2019-12-24 0:00,13.99,70412.74
2019-12-25 0:00,12.08,63637.96
2019-12-26 0:00,20.02,112141.98
2019-12-27 0:00,10.98,81224.89
2019-12-28 0:00,9.37,63714.39
2019-12-29 0:00,10.66,81332.49
2019-12-30 0:00,10.81,57704.51
2019-12-31 0:00,9.6,54166.52
2020-01-01 0:00,8.23,61519.19
2020-01-02 0:00,7.79,68467.57
2020-01-03 0:00,10.74,88952.55
2020-01-04 0:00,11.59,139737.55
2020-01-05 0:00,7.8,75107.66
2020-01-06 0:00,18.39,109951.31
2020-01-07 0:00,12.89,104198.86
2020-01-08 0:00,14.18,82766.35
2020-01-09 0:00,7.74,55510.6
2020-01-10 0:00,10.66,64245.52
2020-01-11 0:00,10.77,77771.33
2020-01-12 0:00,6.82,59081.49
2020-01-13 0:00,9.71,73810.13
2020-01-14 0:00,9.24,81886.46
2020-01-15 0:00,9.18,62337.48
2020-01-16 0:00,13.6,61364.53
2020-01-17 0:00,15.75,77296.61
2020-01-18 0:00,10.81,81470.09
2020-01-19 0:00,6.72,56443.72
2020-01-20 0:00,5.26,67632.75
2020-01-21 0:00,10.66,96070.73
2020-01-22 0:00,11.58,92231.44
2020-01-23 0:00,18.45,172586.04
2020-01-24 0:00,4.77,78911.56
2020-01-25 0:00,5.31,57023.43
2020-01-26 0:00,6.07,72583.32
2020-01-27 0:00,7.06,65921.95
2020-01-28 0:00,11.21,86640
2020-01-29 0:00,12.92,77464.83
2020-01-30 0:00,10.61,51814.44
2020-01-31 0:00,15.5,80937.47
2020-02-01 0:00,9.56,70624.49
2020-02-02 0:00,11.18,77490.84
2020-02-03 0:00,20.81,91222.33
2020-02-04 0:00,31.5,84975.39
2020-02-05 0:00,43.56,134340.11
2020-02-06 0:00,42.78,114572.84
2020-02-07 0:00,73.58,225512.03
2020-02-08 0:00,9.76,88747.75
2020-02-09 0:00,13.49,192754.26
2020-02-10 0:00,26.05,146807.32
2020-02-11 0:00,43.57,475530
2020-02-12 0:00,45.88,219210.93
2020-02-13 0:00,30.35,156965.21
2020-02-14 0:00,27.56,114271
2020-02-15 0:00,24.8,111030.46
2020-02-16 0:00,39.28,138576.81
2020-02-17 0:00,34.63,175087.07
2020-02-18 0:00,47.33,194483.81
2020-02-19 0:00,29.38,118602.14
2020-02-20 0:00,23.95,111232.65
2020-02-21 0:00,32.79,184285.12
2020-02-22 0:00,19.15,118477.12
2020-02-23 0:00,16.85,109217.16
2020-02-24 0:00,22.27,146274.57
2020-02-25 0:00,22.98,119470.26
2020-02-26 0:00,19.72,101381.96
2020-02-27 0:00,16.35,98711.01
2020-02-28 0:00,17.1,118492.56
2020-02-29 0:00,7.75,71817.44
2020-03-01 0:00,15.63,123884.2
2020-03-02 0:00,12.68,145505.51
2020-03-03 0:00,26.85,127098.54
2020-03-04 0:00,18.7,89002.22
2020-03-05 0:00,15.92,68532.61
2020-03-06 0:00,15.72,76681.43
2020-03-07 0:00,9.85,69732.29
2020-03-08 0:00,20.65,86036.72
2020-03-09 0:00,18.94,65449.1
2020-03-10 0:00,13.75,81082.51
2020-03-11 0:00,8.55,72152.63
2020-03-12 0:00,11.95,41248.39
2020-03-13 0:00,20.59,49285.26
2020-03-14 0:00,7.78,39635.7
2020-03-15 0:00,7.18,42440.56
2020-03-16 0:00,5.91,36665.37
2020-03-17 0:00,7.78,56747.27
2020-03-18 0:00,4.74,45221.85
2020-03-19 0:00,14.88,93983.27
2020-03-20 0:00,8.44,47381.38
2020-03-21 0:00,9.16,57137.37
2020-03-22 0:00,11.92,66329.23
2020-03-23 0:00,11.48,56943.36
2020-03-24 0:00,17.59,66162.67
2020-03-25 0:00,14.31,46320.45
2020-03-26 0:00,12.48,69906.51
2020-03-27 0:00,10.35,50916.94
2020-03-28 0:00,8.66,73496.98
2020-03-29 0:00,8.87,49877.71
2020-03-30 0:00,13.71,68007.02
2020-03-31 0:00,30.49,513668.51
2020-04-01 0:00,7.87,52467.72
2020-04-02 0:00,14.07,53889.85
2020-04-03 0:00,8.42,60243.17
2020-04-04 0:00,7.2,76808.07
2020-04-05 0:00,9.4,54743.02
2020-04-06 0:00,6.69,45207.79
2020-04-07 0:00,18.94,77024.09
2020-04-08 0:00,19.24,70030.59
2020-04-09 0:00,13.27,53606.02
2020-04-10 0:00,36.91,148316.59
2020-04-11 0:00,6.74,50022.87
2020-04-12 0:00,6.72,46464.25
2020-04-13 0:00,10.82,57021.48
2020-04-14 0:00,5.35,47321.68
2020-04-15 0:00,10.52,53810.85
2020-04-16 0:00,26.32,88339.85
2020-04-17 0:00,15.41,62665.56
2020-04-18 0:00,25.12,123774.85
2020-04-19 0:00,11.19,58878.35
2020-04-20 0:00,18,56563.13
2020-04-21 0:00,28.81,119503.99
2020-04-22 0:00,26.16,97718.6
2020-04-23 0:00,33.22,128129.28
2020-04-24 0:00,22.75,75657.35
2020-04-25 0:00,23.21,109431.36
2020-04-26 0:00,23.1,103215.56
2020-04-27 0:00,18.19,81548.73
2020-04-28 0:00,13.52,55768.21
2020-04-29 0:00,25.33,69124.82
2020-04-30 0:00,43.36,99163.57
2020-05-01 0:00,26.54,107262.71
2020-05-02 0:00,38.01,143445.78
2020-05-03 0:00,14.86,77792.71
2020-05-04 0:00,18.72,61151.34
2020-05-05 0:00,28.24,81763.2
2020-05-06 0:00,25.83,60297.74
2020-05-07 0:00,34.36,68241.81
2020-05-08 0:00,33.78,87463.01
2020-05-09 0:00,21.95,72616.63
2020-05-10 0:00,20.35,51841.16
2020-05-11 0:00,17.67,46449.29
2020-05-12 0:00,16.18,39567.52
2020-05-13 0:00,26.77,63367.79
2020-05-14 0:00,42.24,86685.79
2020-05-15 0:00,26.36,70802.19
2020-05-16 0:00,27.8,93894.28
2020-05-17 0:00,19.31,68935.06
2020-05-18 0:00,34.8,84606.58
2020-05-19 0:00,27.36,62710.19
2020-05-20 0:00,43.9,111672.59
2020-05-21 0:00,48.37,112467.02
2020-05-22 0:00,48.67,124357.17
2020-05-23 0:00,20.21,98132.03
2020-05-24 0:00,60.9,265525.63
2020-05-25 0:00,31.48,107089.17
2020-05-26 0:00,35.9,107239.41
2020-05-27 0:00,36.03,101941.41
2020-05-28 0:00,33.01,87579.18
2020-05-29 0:00,32.7,87244
2020-05-30 0:00,30.02,69948.75
2020-05-31 0:00,44.92,83684.1
2020-06-01 0:00,57.66,100852.8
2020-06-02 0:00,59.29,84253.68
2020-06-03 0:00,61.23,97115.64
2020-06-04 0:00,44.31,146230
2020-06-05 0:00,42.13,95684.01
2020-06-06 0:00,31.61,94727.45
2020-06-07 0:00,32.06,71883.11
2020-06-08 0:00,30.21,59516.88
2020-06-09 0:00,46.75,82228.69
2020-06-10 0:00,53.23,92893.03
2020-06-11 0:00,40.7,131087.39
2020-06-12 0:00,31.06,69522
2020-06-13 0:00,50.27,116835.04
2020-06-14 0:00,34.45,108572.34
2020-06-15 0:00,43.08,89873.81
2020-06-16 0:00,41.03,109748.12
2020-06-17 0:00,44.53,67903.74
2020-06-18 0:00,90.22,168798.63
2020-06-19 0:00,52.39,83407.68
2020-06-20 0:00,18.75,52154.7
2020-06-21 0:00,23.27,68582.44
2020-06-22 0:00,40.36,69655.87
2020-06-23 0:00,37.67,126001.9
2020-06-24 0:00,42.94,72916.88
2020-06-25 0:00,26.23,70719.6
2020-06-26 0:00,32.48,59997.58
2020-06-27 0:00,20.88,43353.9
2020-06-28 0:00,45.95,71827.19
2020-06-29 0:00,56.5,82483.12
2020-06-30 0:00,45.37,140634.02
2020-07-01 0:00,67.01,126721.89
2020-07-02 0:00,46.56,106756.52
2020-07-03 0:00,36.14,70329.92
2020-07-04 0:00,24.55,79875.3
2020-07-05 0:00,27.12,67740.89
2020-07-06 0:00,37.92,76789.08
2020-07-07 0:00,31.8,65409.12
2020-07-08 0:00,39.92,100567.44
2020-07-09 0:00,35.83,104805.48
2020-07-10 0:00,39.45,114566.2
2020-07-11 0:00,43.46,178905.22
2020-07-12 0:00,37.37,113835.82
2020-07-13 0:00,62.03,103894.24
2020-07-14 0:00,61.94,109317.81
2020-07-15 0:00,52.26,97513.93
2020-07-16 0:00,38.41,77969.08
2020-07-17 0:00,48.38,79287.94
2020-07-18 0:00,32.36,68409.22
2020-07-19 0:00,79.73,115375.83
2020-07-20 0:00,78.89,109263.02
2020-07-21 0:00,66.27,104444.2
2020-07-22 0:00,93.38,140257.07
2020-07-23 0:00,81.25,116592.17
2020-07-24 0:00,76.8,122796.86
2020-07-25 0:00,86.35,150338.64
2020-07-26 0:00,84.39,117727.32
2020-07-27 0:00,110.31,113512.91
2020-07-28 0:00,94.38,109860.49
2020-07-29 0:00,145.13,165742.18
2020-07-30 0:00,105.84,154308.48
2020-07-31 0:00,80.55,89814.18
2020-08-01 0:00,75.37,93981.63
2020-08-02 0:00,141.43,188378.86
2020-08-03 0:00,119.97,137601.4
2020-08-04 0:00,81.85,437708.67
2020-08-05 0:00,70.84,141248.74
2020-08-06 0:00,74.25,125106.92
2020-08-07 0:00,80.41,121505.2
2020-08-08 0:00,86.62,155044.76
2020-08-09 0:00,115.67,149558.43
2020-08-10 0:00,101.78,89770.42
2020-08-11 0:00,124.1,100893.84
2020-08-12 0:00,209.75,74249.81
2020-08-13 0:00,136.07,141244.86
2020-08-14 0:00,151.45,152056.71
2020-08-15 0:00,163.56,160455.03
2020-08-16 0:00,118.44,147931.09
2020-08-17 0:00,93.48,83099.82
2020-08-18 0:00,159.68,176611.34
2020-08-19 0:00,104.17,103647.02
2020-08-20 0:00,94.79,121431.39
2020-08-21 0:00,138.3,124886.11
2020-08-22 0:00,119.95,126066.2
2020-08-23 0:00,141.41,190755.57
2020-08-24 0:00,124.46,125453.5
2020-08-25 0:00,100.18,126130.03
2020-08-26 0:00,107.21,128004.98
2020-08-27 0:00,118.25,157628.87
2020-08-28 0:00,170.9,245419.41
2020-08-29 0:00,47.11,152839.83
2020-08-30 0:00,60.59,154746.61
2020-08-31 0:00,121.37,156444.37
2020-09-01 0:00,262.69,62782.24
2020-09-02 0:00,114.07,81789.81
2020-09-03 0:00,112.2,132845.35
2020-09-04 0:00,98.58,150532.06
2020-09-05 0:00,67.19,79215.31
2020-09-06 0:00,118.66,186184.77
2020-09-07 0:00,85.31,142466.37
2020-09-08 0:00,80.73,115925.65
2020-09-09 0:00,99.79,147091.96
2020-09-10 0:00,117.95,146609.49
2020-09-11 0:00,156.25,218121.3
2020-09-12 0:00,138.85,190362.54
2020-09-13 0:00,167.12,269897.98
2020-09-14 0:00,217.21,280851.69
2020-09-15 0:00,159.35,481720.24
2020-09-16 0:00,75.06,204235.84
2020-09-17 0:00,113.19,170915.03
2020-09-18 0:00,132.14,427464.2
2020-09-19 0:00,164.57,307260.38
2020-09-20 0:00,184.96,432434.2
2020-09-21 0:00,119.61,213870.48
2020-09-22 0:00,255.27,1463181.52
2020-09-23 0:00,402.32,3925821.34
2020-09-24 0:00,452.63,2302546.1
2020-09-25 0:00,295.94,1574974.69
2020-09-26 0:00,389.77,1517372.07
2020-09-27 0:00,336.23,1349616.22
2020-09-28 0:00,415.93,1466156.6
2020-09-29 0:00,291.74,820653.16
2020-09-30 0:00,156.97,399645.7
2020-10-01 0:00,181.69,420065.87
2020-10-02 0:00,131.21,321597.46
2020-10-03 0:00,159.89,466072.65
2020-10-04 0:00,150.95,393063.31
2020-10-05 0:00,153.64,375044.24
2020-10-06 0:00,120.16,391711.19
2020-10-07 0:00,143.8,379771.49
2020-10-08 0:00,171.9,433700.32
2020-10-09 0:00,157.54,416222.54
2020-10-10 0:00,148.67,367224.6
2020-10-11 0:00,119.32,342685.43
2020-10-12 0:00,132.14,312909.93
2020-10-13 0:00,114.38,276562.61
2020-10-14 0:00,130.82,353214.04
2020-10-15 0:00,183.25,488718.87
2020-10-16 0:00,119.7,287161.92
2020-10-17 0:00,140.2,474996.05
2020-10-18 0:00,116.11,363309.32
2020-10-19 0:00,164.37,439368.15
2020-10-20 0:00,100.75,219139.66
2020-10-21 0:00,163.48,322061.18
2020-10-22 0:00,239.32,498979.3
2020-10-23 0:00,86.84,262781.72
2020-10-24 0:00,88.7,416279.37
2020-10-25 0:00,65.98,364779.86
2020-10-26 0:00,83.64,310566.49
2020-10-27 0:00,52.04,214969.19
2020-10-28 0:00,85.67,272161.52
2020-10-29 0:00,73.9,258049.77
2020-10-30 0:00,69.53,249210.29
2020-10-31 0:00,63.87,301764.92
2020-11-01 0:00,117.57,361635.21
2020-11-02 0:00,92.7,225067.5
2020-11-03 0:00,131.09,336385.51
2020-11-04 0:00,103.83,274529.56
2020-11-05 0:00,88.82,218490.01
2020-11-06 0:00,202.77,452995.38
2020-11-07 0:00,117.53,310864.3
2020-11-08 0:00,87.78,320305.93
2020-11-09 0:00,89.53,246748.61
2020-11-10 0:00,120.57,367261.04
2020-11-11 0:00,134.61,414586.94
2020-11-12 0:00,59.37,1008218.67
2020-11-13 0:00,134.44,455482.84
2020-11-14 0:00,111.16,456755.3
2020-11-15 0:00,97.06,376898.17
2020-11-16 0:00,105.88,329060.06
2020-11-17 0:00,117.01,282802.63
2020-11-18 0:00,121.61,313155.31
2020-11-19 0:00,119.69,374990.61
2020-11-20 0:00,113.42,274353.95
2020-11-21 0:00,266.15,652343.85
2020-11-22 0:00,138.84,360013.21
2020-11-23 0:00,164.17,307659.87
2020-11-24 0:00,125.6,210757.44
2020-11-25 0:00,99.05,215930.1
2020-11-26 0:00,117.05,225563.43
2020-11-27 0:00,75.99,346281.16
2020-11-28 0:00,82.15,347417.35
2020-11-29 0:00,129.38,462397.82
2020-11-30 0:00,149.59,269555.71
2020-12-01 0:00,77.3,167046.05
2020-12-02 0:00,174.47,508926.34
2020-12-03 0:00,94.73,238535.19
2020-12-04 0:00,156.19,471378.27
2020-12-05 0:00,96.81,332622.36
2020-12-06 0:00,103.71,387857.74
2020-12-07 0:00,86.59,243230.17
2020-12-08 0:00,124.44,307874.04
2020-12-09 0:00,86.13,191216.22
2020-12-10 0:00,81.44,224288.07
2020-12-11 0:00,84.62,698189.22
2020-12-12 0:00,76.06,297566.01
2020-12-13 0:00,128.44,407792.3
2020-12-14 0:00,99.7,255937.95
2020-12-15 0:00,86.27,186430.27
2020-12-16 0:00,122.09,231478.63
2020-12-17 0:00,200.6,251754.26
2020-12-18 0:00,119.12,293737.97
2020-12-19 0:00,117.34,332659
2020-12-20 0:00,169.83,543289.53
2020-12-21 0:00,162.18,359705.64
2020-12-22 0:00,188,538625.11
2020-12-23 0:00,150.98,314797.47
2020-12-24 0:00,153.88,381611.98
2020-12-25 0:00,199.34,389308.99
2020-12-26 0:00,174.85,401981.62
2020-12-27 0:00,173.19,390376.62
2020-12-28 0:00,132.55,226524.45
2020-12-29 0:00,132.87,250730.61
2020-12-30 0:00,221.6,356999.99
2020-12-31 0:00,150.49,257635.01
2021-01-01 0:00,127.41,457013.32
2021-01-02 0:00,125.76,275656.86
2021-01-03 0:00,269.91,327400.88
2021-01-04 0:00,256.85,362923.62
2021-01-05 0:00,417.99,619879.79
2021-01-06 0:00,603,979276.75
2021-01-07 0:00,366.75,483737.23
2021-01-08 0:00,277.96,595110.75
2021-01-09 0:00,281.44,549650.11
2021-01-10 0:00,463.24,847262.19
2021-01-11 0:00,223.85,291449.94
2021-01-12 0:00,184.36,311377.02
2021-01-13 0:00,230.76,571585.54
2021-01-14 0:00,169.22,469767.05
2021-01-15 0:00,181.15,447448.79
2021-01-16 0:00,199.61,684066.46
2021-01-17 0:00,274.71,554084.1
2021-01-18 0:00,364.3,738072.96
2021-01-19 0:00,325.1,528944.73
2021-01-20 0:00,281.47,625428.9
2021-01-21 0:00,263.81,589883.76
2021-01-22 0:00,276.39,635686.2
2021-01-23 0:00,681.26,1498096.67
2021-01-24 0:00,472.84,1126780.81
2021-01-25 0:00,398.26,731206.17
2021-01-26 0:00,270.13,823630.14
2021-01-27 0:00,506.74,1147761.95
2021-01-28 0:00,481.29,779207.53
2021-01-29 0:00,417.51,1234988.41
2021-01-30 0:00,496.08,3122316.84
2021-01-31 0:00,812.63,6757054.41
2021-02-01 0:00,1412.5,7911414.9
2021-02-02 0:00,1848.32,6857270.14
2021-02-03 0:00,1432.09,3375425.48
2021-02-04 0:00,1920.88,3691924.82
2021-02-05 0:00,1374.36,2112384.3
2021-02-06 0:00,1020.66,3017062.5
2021-02-07 0:00,1010.07,2495873.93
2021-02-08 0:00,2269.83,3999445.44
2021-02-09 0:00,1888.98,2808911.15
2021-02-10 0:00,1705.64,1801156.45
2021-02-11 0:00,1044.34,3752327.17
2021-02-12 0:00,693.31,2077838.46
2021-02-13 0:00,1444.02,4642530.61
2021-02-14 0:00,2103.09,7558502.51
2021-02-15 0:00,1786.68,6294484.3
2021-02-16 0:00,1880.21,8908436.73
2021-02-17 0:00,2458.87,10073987.53
2021-02-18 0:00,2951.19,10429516.98
2021-02-19 0:00,3452.51,13015946.34
2021-02-20 0:00,2553.36,8426078.9
2021-02-21 0:00,2844.14,17053477.23
2021-02-22 0:00,4330.22,16047801.38
2021-02-23 0:00,2605.56,6485229.3
2021-02-24 0:00,1490.02,7913501.37
2021-02-25 0:00,1038.23,5770492.77
2021-02-26 0:00,760.96,6401199.81
2021-02-27 0:00,761.92,8886306.55
2021-02-28 0:00,1095.29,7144555.07
2021-03-01 0:00,744.9,10156666.53
2021-03-02 0:00,1188.53,11399180.55
2021-03-03 0:00,1415.36,9488554.82
2021-03-04 0:00,1116.89,7359190.39
2021-03-05 0:00,1044.67,8413756.4
2021-03-06 0:00,839.47,6231394.83
2021-03-07 0:00,694.1,6913905.41
2021-03-08 0:00,1049.91,10610359.16
2021-03-09 0:00,1303.39,10964134.27
2021-03-10 0:00,788.89,9455662.62
2021-03-11 0:00,3763.03,29600022.29
2021-03-12 0:00,2294.09,16719318.64
2021-03-13 0:00,1412.03,15704648.69
2021-03-14 0:00,1647.41,15235292.92
2021-03-15 0:00,1429.56,10475844.99
2021-03-16 0:00,1135.22,10414532.25
2021-03-17 0:00,1252.99,11996130.72
2021-03-18 0:00,1036.05,10360512.73
2021-03-19 0:00,786.48,7961582.09
2021-03-20 0:00,1089.59,9988284.16
2021-03-21 0:00,979.75,13170737.51
2021-03-22 0:00,1074.76,7998382.27
2021-03-23 0:00,969.91,7020194.12
2021-03-24 0:00,1346.21,7171242.13
2021-03-25 0:00,1055.01,5431170.48
2021-03-26 0:00,818.57,6862076.79
2021-03-27 0:00,924.21,6601646.4
2021-03-28 0:00,1076.44,7366108.94
2021-03-29 0:00,1130.81,7170459.11
2021-03-30 0:00,1620.86,8417109.29
2021-03-31 0:00,1380.27,6277484.28
2021-04-01 0:00,1633.96,7524394.21
2021-04-02 0:00,1406.07,5559614.94
2021-04-03 0:00,1060.14,5978155.36
2021-04-04 0:00,688.82,4467009.42
2021-04-05 0:00,1154.37,6414854.62
2021-04-06 0:00,1114.12,5282055.31
2021-04-07 0:00,516.96,4362636.49
2021-04-08 0:00,2220.81,13808981.35
2021-04-09 0:00,1731.73,10580896.6
2021-04-10 0:00,1125.5,7607233.22
2021-04-11 0:00,3545.63,25344175.59
2021-04-12 0:00,1419.55,7678355.62
2021-04-13 0:00,1621.5,8830681.47
2021-04-14 0:00,2001.08,14675957.27
2021-04-15 0:00,1985.18,10255435.24
2021-04-16 0:00,2376.41,12825480.9
2021-04-17 0:00,1303.83,7477471.28
2021-04-18 0:00,1202.86,5973402.78
2021-04-19 0:00,1745.81,6616630.81
2021-04-20 0:00,2022.17,5593325.44
2021-04-21 0:00,1541.91,5865422.92
2021-04-22 0:00,1132.07,6036201.38
2021-04-23 0:00,995.86,5888518.73
