"DateTime","Unique buyers","Unique sellers"
"2019-12-16 00:00:00",725,855
"2019-12-17 00:00:00",738,707
"2019-12-18 00:00:00",884,675
"2019-12-19 00:00:00",869,796
"2019-12-20 00:00:00",852,755
"2019-12-21 00:00:00",861,892
"2019-12-22 00:00:00",906,1000
"2019-12-23 00:00:00",888,846
"2019-12-24 00:00:00",836,839
"2019-12-25 00:00:00",790,740
"2019-12-26 00:00:00",840,789
"2019-12-27 00:00:00",870,852
"2019-12-28 00:00:00",738,866
"2019-12-29 00:00:00",804,964
"2019-12-30 00:00:00",751,858
"2019-12-31 00:00:00",646,861
"2020-01-01 00:00:00",691,851
"2020-01-02 00:00:00",802,1095
"2020-01-03 00:00:00",845,1138
"2020-01-04 00:00:00",807,1283
"2020-01-05 00:00:00",844,1153
"2020-01-06 00:00:00",774,869
"2020-01-07 00:00:00",841,917
"2020-01-08 00:00:00",742,888
"2020-01-09 00:00:00",746,930
"2020-01-10 00:00:00",726,870
"2020-01-11 00:00:00",741,998
"2020-01-12 00:00:00",719,939
"2020-01-13 00:00:00",726,1023
"2020-01-14 00:00:00",767,891
"2020-01-15 00:00:00",779,892
"2020-01-16 00:00:00",690,768
"2020-01-17 00:00:00",758,823
"2020-01-18 00:00:00",753,910
"2020-01-19 00:00:00",799,958
"2020-01-20 00:00:00",818,929
"2020-01-21 00:00:00",863,887
"2020-01-22 00:00:00",839,976
"2020-01-23 00:00:00",890,1081
"2020-01-24 00:00:00",797,1143
"2020-01-25 00:00:00",771,1012
"2020-01-26 00:00:00",754,993
"2020-01-27 00:00:00",700,1009
"2020-01-28 00:00:00",804,971
"2020-01-29 00:00:00",760,998
"2020-01-30 00:00:00",711,821
"2020-01-31 00:00:00",698,817
"2020-02-01 00:00:00",755,870
"2020-02-02 00:00:00",709,710
"2020-02-03 00:00:00",657,979
"2020-02-04 00:00:00",579,637
"2020-02-05 00:00:00",559,838
"2020-02-06 00:00:00",588,610
"2020-02-07 00:00:00",566,628
"2020-02-08 00:00:00",693,844
"2020-02-09 00:00:00",623,910
"2020-02-10 00:00:00",663,784
"2020-02-11 00:00:00",1224,846
"2020-02-12 00:00:00",955,652
"2020-02-13 00:00:00",1106,737
"2020-02-14 00:00:00",936,698
"2020-02-15 00:00:00",886,658
"2020-02-16 00:00:00",843,687
"2020-02-17 00:00:00",922,784
"2020-02-18 00:00:00",1151,730
"2020-02-19 00:00:00",1159,781
"2020-02-20 00:00:00",1340,917
"2020-02-21 00:00:00",1129,1010
"2020-02-22 00:00:00",1062,1056
"2020-02-23 00:00:00",1031,1120
"2020-02-24 00:00:00",947,1132
"2020-02-25 00:00:00",908,1014
"2020-02-26 00:00:00",870,1026
"2020-02-27 00:00:00",908,1073
"2020-02-28 00:00:00",1948,1269
"2020-02-29 00:00:00",1259,1234
"2020-03-01 00:00:00",850,1088
"2020-03-02 00:00:00",891,936
"2020-03-03 00:00:00",905,931
"2020-03-04 00:00:00",788,1018
"2020-03-05 00:00:00",826,922
"2020-03-06 00:00:00",758,986
"2020-03-07 00:00:00",786,948
"2020-03-08 00:00:00",712,941
"2020-03-09 00:00:00",717,852
"2020-03-10 00:00:00",753,858
"2020-03-11 00:00:00",698,831
"2020-03-12 00:00:00",372,410
"2020-03-13 00:00:00",537,640
"2020-03-14 00:00:00",660,869
"2020-03-15 00:00:00",607,854
"2020-03-16 00:00:00",482,549
"2020-03-17 00:00:00",612,734
"2020-03-18 00:00:00",650,994
"2020-03-19 00:00:00",602,768
"2020-03-20 00:00:00",657,790
"2020-03-21 00:00:00",704,883
"2020-03-22 00:00:00",711,847
"2020-03-23 00:00:00",687,858
"2020-03-24 00:00:00",738,902
"2020-03-25 00:00:00",643,758
"2020-03-26 00:00:00",698,880
"2020-03-27 00:00:00",735,865
"2020-03-28 00:00:00",738,1064
"2020-03-29 00:00:00",739,891
"2020-03-30 00:00:00",763,886
"2020-03-31 00:00:00",1318,864
"2020-04-01 00:00:00",814,786
"2020-04-02 00:00:00",706,841
"2020-04-03 00:00:00",754,879
"2020-04-04 00:00:00",727,852
"2020-04-05 00:00:00",724,849
"2020-04-06 00:00:00",645,761
"2020-04-07 00:00:00",685,732
"2020-04-08 00:00:00",650,852
"2020-04-09 00:00:00",684,851
"2020-04-10 00:00:00",720,815
"2020-04-11 00:00:00",762,1013
"2020-04-12 00:00:00",808,983
"2020-04-13 00:00:00",778,836
"2020-04-14 00:00:00",787,844
"2020-04-15 00:00:00",784,863
"2020-04-16 00:00:00",759,846
"2020-04-17 00:00:00",826,881
"2020-04-18 00:00:00",832,824
"2020-04-19 00:00:00",785,958
"2020-04-20 00:00:00",746,668
"2020-04-21 00:00:00",774,719
"2020-04-22 00:00:00",781,808
"2020-04-23 00:00:00",794,736
"2020-04-24 00:00:00",733,763
"2020-04-25 00:00:00",777,909
"2020-04-26 00:00:00",729,779
"2020-04-27 00:00:00",690,732
"2020-04-28 00:00:00",758,810
"2020-04-29 00:00:00",652,581
"2020-04-30 00:00:00",633,520
"2020-05-01 00:00:00",777,783
"2020-05-02 00:00:00",793,823
"2020-05-03 00:00:00",794,811
"2020-05-04 00:00:00",673,687
"2020-05-05 00:00:00",755,766
"2020-05-06 00:00:00",703,599
"2020-05-07 00:00:00",615,574
"2020-05-08 00:00:00",677,630
"2020-05-09 00:00:00",672,685
"2020-05-10 00:00:00",651,556
"2020-05-11 00:00:00",639,537
"2020-05-12 00:00:00",618,537
"2020-05-13 00:00:00",617,515
"2020-05-14 00:00:00",548,512
"2020-05-15 00:00:00",715,588
"2020-05-16 00:00:00",766,699
"2020-05-17 00:00:00",782,698
"2020-05-18 00:00:00",707,621
"2020-05-19 00:00:00",702,575
"2020-05-20 00:00:00",698,651
"2020-05-21 00:00:00",618,519
"2020-05-22 00:00:00",735,641
"2020-05-23 00:00:00",852,1055
"2020-05-24 00:00:00",753,850
"2020-05-25 00:00:00",852,552
"2020-05-26 00:00:00",738,569
"2020-05-27 00:00:00",629,533
"2020-05-28 00:00:00",625,504
"2020-05-29 00:00:00",710,662
"2020-05-30 00:00:00",639,538
"2020-05-31 00:00:00",638,606
"2020-06-01 00:00:00",554,509
"2020-06-02 00:00:00",516,521
"2020-06-03 00:00:00",606,487
"2020-06-04 00:00:00",678,519
"2020-06-05 00:00:00",722,551
"2020-06-06 00:00:00",622,617
"2020-06-07 00:00:00",577,488
"2020-06-08 00:00:00",602,464
"2020-06-09 00:00:00",551,466
"2020-06-10 00:00:00",493,428
"2020-06-11 00:00:00",688,490
"2020-06-12 00:00:00",579,459
"2020-06-13 00:00:00",625,548
"2020-06-14 00:00:00",682,702
"2020-06-15 00:00:00",554,461
"2020-06-16 00:00:00",677,470
"2020-06-17 00:00:00",561,438
"2020-06-18 00:00:00",585,471
"2020-06-19 00:00:00",546,495
"2020-06-20 00:00:00",625,525
"2020-06-21 00:00:00",684,518
"2020-06-22 00:00:00",535,492
"2020-06-23 00:00:00",685,418
"2020-06-24 00:00:00",504,391
"2020-06-25 00:00:00",583,385
"2020-06-26 00:00:00",552,396
"2020-06-27 00:00:00",538,411
"2020-06-28 00:00:00",516,435
"2020-06-29 00:00:00",529,490
"2020-06-30 00:00:00",640,424
"2020-07-01 00:00:00",543,493
"2020-07-02 00:00:00",624,470
"2020-07-03 00:00:00",542,463
"2020-07-04 00:00:00",629,502
"2020-07-05 00:00:00",571,471
"2020-07-06 00:00:00",604,497
"2020-07-07 00:00:00",616,537
"2020-07-08 00:00:00",657,560
"2020-07-09 00:00:00",725,594
"2020-07-10 00:00:00",692,583
"2020-07-11 00:00:00",695,639
"2020-07-12 00:00:00",631,651
"2020-07-13 00:00:00",520,488
"2020-07-14 00:00:00",578,526
"2020-07-15 00:00:00",535,534
"2020-07-16 00:00:00",567,500
"2020-07-17 00:00:00",536,462
"2020-07-18 00:00:00",541,481
"2020-07-19 00:00:00",502,448
"2020-07-20 00:00:00",504,405
"2020-07-21 00:00:00",535,477
"2020-07-22 00:00:00",539,435
"2020-07-23 00:00:00",534,401
"2020-07-24 00:00:00",519,387
"2020-07-25 00:00:00",527,432
"2020-07-26 00:00:00",480,382
"2020-07-27 00:00:00",430,333
"2020-07-28 00:00:00",495,386
"2020-07-29 00:00:00",488,338
"2020-07-30 00:00:00",504,375
"2020-07-31 00:00:00",470,358
"2020-08-01 00:00:00",496,377
"2020-08-02 00:00:00",541,383
"2020-08-03 00:00:00",477,349
"2020-08-04 00:00:00",838,388
"2020-08-05 00:00:00",632,412
"2020-08-06 00:00:00",589,449
"2020-08-07 00:00:00",599,447
"2020-08-08 00:00:00",548,442
"2020-08-09 00:00:00",517,395
"2020-08-10 00:00:00",406,285
"2020-08-11 00:00:00",377,349
"2020-08-12 00:00:00",191,154
"2020-08-13 00:00:00",380,315
"2020-08-14 00:00:00",410,344
"2020-08-15 00:00:00",448,355
"2020-08-16 00:00:00",472,329
"2020-08-17 00:00:00",413,333
"2020-08-18 00:00:00",404,335
"2020-08-19 00:00:00",413,314
"2020-08-20 00:00:00",465,348
"2020-08-21 00:00:00",415,303
"2020-08-22 00:00:00",431,331
"2020-08-23 00:00:00",482,362
"2020-08-24 00:00:00",464,350
"2020-08-25 00:00:00",513,418
"2020-08-26 00:00:00",506,428
"2020-08-27 00:00:00",576,470
"2020-08-28 00:00:00",611,504
"2020-08-29 00:00:00",723,1062
"2020-08-30 00:00:00",647,913
"2020-08-31 00:00:00",442,489
"2020-09-01 00:00:00",163,121
"2020-09-02 00:00:00",306,219
"2020-09-03 00:00:00",416,303
"2020-09-04 00:00:00",505,476
"2020-09-05 00:00:00",399,329
"2020-09-06 00:00:00",562,521
"2020-09-07 00:00:00",576,502
"2020-09-08 00:00:00",563,544
"2020-09-09 00:00:00",588,496
"2020-09-10 00:00:00",507,469
"2020-09-11 00:00:00",559,498
"2020-09-12 00:00:00",555,526
"2020-09-13 00:00:00",551,538
"2020-09-14 00:00:00",480,449
"2020-09-15 00:00:00",936,584
"2020-09-16 00:00:00",835,527
"2020-09-17 00:00:00",509,168
"2020-09-18 00:00:00",864,539
"2020-09-19 00:00:00",744,656
"2020-09-20 00:00:00",833,643
"2020-09-21 00:00:00",709,649
"2020-09-22 00:00:00",1407,976
"2020-09-23 00:00:00",2426,1679
"2020-09-24 00:00:00",1467,1187
"2020-09-25 00:00:00",1382,1308
"2020-09-26 00:00:00",1370,1180
"2020-09-27 00:00:00",1368,1195
"2020-09-28 00:00:00",1220,1137
"2020-09-29 00:00:00",1005,994
"2020-09-30 00:00:00",961,821
"2020-10-01 00:00:00",925,786
"2020-10-02 00:00:00",898,791
"2020-10-03 00:00:00",1018,969
"2020-10-04 00:00:00",947,896
"2020-10-05 00:00:00",969,852
"2020-10-06 00:00:00",1001,948
"2020-10-07 00:00:00",965,951
"2020-10-08 00:00:00",963,848
"2020-10-09 00:00:00",1031,891
"2020-10-10 00:00:00",924,863
"2020-10-11 00:00:00",1067,1000
"2020-10-12 00:00:00",927,768
"2020-10-13 00:00:00",1034,803
"2020-10-14 00:00:00",975,908
"2020-10-15 00:00:00",1109,804
"2020-10-16 00:00:00",943,814
"2020-10-17 00:00:00",1037,979
"2020-10-18 00:00:00",1055,993
"2020-10-19 00:00:00",1013,825
"2020-10-20 00:00:00",892,796
"2020-10-21 00:00:00",930,693
"2020-10-22 00:00:00",867,783
"2020-10-23 00:00:00",911,903
"2020-10-24 00:00:00",1110,1076
"2020-10-25 00:00:00",1097,955
"2020-10-26 00:00:00",1062,967
"2020-10-27 00:00:00",1190,1008
"2020-10-28 00:00:00",1071,866
"2020-10-29 00:00:00",1121,937
"2020-10-30 00:00:00",1189,988
"2020-10-31 00:00:00",1289,1042
"2020-11-01 00:00:00",1183,977
"2020-11-02 00:00:00",962,791
"2020-11-03 00:00:00",1096,858
"2020-11-04 00:00:00",1054,826
"2020-11-05 00:00:00",1036,825
"2020-11-06 00:00:00",974,806
"2020-11-07 00:00:00",982,818
"2020-11-08 00:00:00",1226,968
"2020-11-09 00:00:00",1080,818
"2020-11-10 00:00:00",1343,991
"2020-11-11 00:00:00",1274,1018
"2020-11-12 00:00:00",2202,943
"2020-11-13 00:00:00",1328,860
"2020-11-14 00:00:00",1416,1044
"2020-11-15 00:00:00",1446,1087
"2020-11-16 00:00:00",1290,929
"2020-11-17 00:00:00",1063,848
"2020-11-18 00:00:00",1091,843
"2020-11-19 00:00:00",1331,1000
"2020-11-20 00:00:00",1076,810
"2020-11-21 00:00:00",1047,775
"2020-11-22 00:00:00",1130,772
"2020-11-23 00:00:00",850,646
"2020-11-24 00:00:00",841,616
"2020-11-25 00:00:00",1025,713
"2020-11-26 00:00:00",920,598
"2020-11-27 00:00:00",1357,907
"2020-11-28 00:00:00",1504,997
"2020-11-29 00:00:00",1399,1005
"2020-11-30 00:00:00",862,623
"2020-12-01 00:00:00",948,722
"2020-12-02 00:00:00",1221,791
"2020-12-03 00:00:00",1096,788
"2020-12-04 00:00:00",1212,817
"2020-12-05 00:00:00",1226,881
"2020-12-06 00:00:00",1324,957
"2020-12-07 00:00:00",1123,840
"2020-12-08 00:00:00",1162,864
"2020-12-09 00:00:00",1071,782
"2020-12-10 00:00:00",1165,904
"2020-12-11 00:00:00",1929,890
"2020-12-12 00:00:00",1389,1080
"2020-12-13 00:00:00",1331,1076
"2020-12-14 00:00:00",1075,832
"2020-12-15 00:00:00",991,790
"2020-12-16 00:00:00",984,719
"2020-12-17 00:00:00",629,509
"2020-12-18 00:00:00",1174,863
"2020-12-19 00:00:00",1187,840
"2020-12-20 00:00:00",1454,951
"2020-12-21 00:00:00",996,780
"2020-12-22 00:00:00",1151,936
"2020-12-23 00:00:00",1113,696
"2020-12-24 00:00:00",1013,849
"2020-12-25 00:00:00",865,751
"2020-12-26 00:00:00",904,788
"2020-12-27 00:00:00",857,771
"2020-12-28 00:00:00",789,663
"2020-12-29 00:00:00",861,725
"2020-12-30 00:00:00",792,615
"2020-12-31 00:00:00",855,592
"2021-01-01 00:00:00",1390,787
"2021-01-02 00:00:00",942,733
"2021-01-03 00:00:00",627,545
"2021-01-04 00:00:00",684,512
"2021-01-05 00:00:00",684,577
"2021-01-06 00:00:00",703,549
"2021-01-07 00:00:00",697,554
"2021-01-08 00:00:00",898,647
"2021-01-09 00:00:00",879,712
"2021-01-10 00:00:00",875,602
"2021-01-11 00:00:00",655,487
"2021-01-12 00:00:00",851,680
"2021-01-13 00:00:00",1041,773
"2021-01-14 00:00:00",1144,622
"2021-01-15 00:00:00",939,667
"2021-01-16 00:00:00",1007,593
"2021-01-17 00:00:00",944,657
"2021-01-18 00:00:00",971,720
"2021-01-19 00:00:00",844,622
"2021-01-20 00:00:00",1030,790
"2021-01-21 00:00:00",1006,684
"2021-01-22 00:00:00",1011,705
"2021-01-23 00:00:00",1050,732
"2021-01-24 00:00:00",1118,941
"2021-01-25 00:00:00",901,743
"2021-01-26 00:00:00",1241,864
"2021-01-27 00:00:00",1103,816
"2021-01-28 00:00:00",834,580
"2021-01-29 00:00:00",1077,634
"2021-01-30 00:00:00",1855,761
"2021-01-31 00:00:00",2480,810
"2021-02-01 00:00:00",2176,842
"2021-02-02 00:00:00",1518,1107
"2021-02-03 00:00:00",967,910
"2021-02-04 00:00:00",958,742
"2021-02-05 00:00:00",743,693
"2021-02-06 00:00:00",1295,812
"2021-02-07 00:00:00",1042,755
"2021-02-08 00:00:00",862,655
"2021-02-09 00:00:00",716,805
"2021-02-10 00:00:00",577,549
"2021-02-11 00:00:00",1512,1096
"2021-02-12 00:00:00",1335,906
"2021-02-13 00:00:00",1385,955
"2021-02-14 00:00:00",1557,1261
"2021-02-15 00:00:00",1479,1331
"2021-02-16 00:00:00",2063,1658
"2021-02-17 00:00:00",1742,1614
"2021-02-18 00:00:00",1584,1450
"2021-02-19 00:00:00",1537,1279
"2021-02-20 00:00:00",1390,1301
"2021-02-21 00:00:00",2303,1861
"2021-02-22 00:00:00",1752,1509
"2021-02-23 00:00:00",1054,965
"2021-02-24 00:00:00",2162,1832
"2021-02-25 00:00:00",2534,1981
"2021-02-26 00:00:00",2728,2836
"2021-02-27 00:00:00",3959,3161
"2021-02-28 00:00:00",3082,2343
"2021-03-01 00:00:00",3543,2176
"2021-03-02 00:00:00",3826,2771
"2021-03-03 00:00:00",3138,2438
"2021-03-04 00:00:00",3171,2498
"2021-03-05 00:00:00",3649,2459
"2021-03-06 00:00:00",3397,2519
"2021-03-07 00:00:00",3405,2135
"2021-03-08 00:00:00",3679,2366
"2021-03-09 00:00:00",3344,2424
"2021-03-10 00:00:00",4124,2375
"2021-03-11 00:00:00",3442,2467
"2021-03-12 00:00:00",3332,2459
"2021-03-13 00:00:00",4555,2877
"2021-03-14 00:00:00",4232,3276
"2021-03-15 00:00:00",3616,2921
"2021-03-16 00:00:00",4188,2748
"2021-03-17 00:00:00",4813,2673
"2021-03-18 00:00:00",4113,2895
"2021-03-19 00:00:00",4085,2642
"2021-03-20 00:00:00",4616,2521
"2021-03-21 00:00:00",4915,2695
"2021-03-22 00:00:00",3420,2417
"2021-03-23 00:00:00",3432,2161
"2021-03-24 00:00:00",2640,1900
"2021-03-25 00:00:00",2666,1935
"2021-03-26 00:00:00",2989,2004
"2021-03-27 00:00:00",3082,2104
"2021-03-28 00:00:00",3199,2119
"2021-03-29 00:00:00",3003,2104
"2021-03-30 00:00:00",2698,1915
"2021-03-31 00:00:00",2449,1653
"2021-04-01 00:00:00",2293,1895
"2021-04-02 00:00:00",2026,1286
"2021-04-03 00:00:00",2631,1942
"2021-04-04 00:00:00",3054,2289
"2021-04-05 00:00:00",2875,1802
"2021-04-06 00:00:00",2592,1730
"2021-04-07 00:00:00",3439,1806
"2021-04-08 00:00:00",3088,1934
"2021-04-09 00:00:00",3016,1983
"2021-04-10 00:00:00",3272,2056
"2021-04-11 00:00:00",3340,2119
"2021-04-12 00:00:00",2864,1817
"2021-04-13 00:00:00",2756,1857
"2021-04-14 00:00:00",3172,1557
"2021-04-15 00:00:00",2515,1463
"2021-04-16 00:00:00",2853,1685
"2021-04-17 00:00:00",2624,1481
"2021-04-18 00:00:00",2380,1466
"2021-04-19 00:00:00",1851,1162
"2021-04-20 00:00:00",1522,669
"2021-04-21 00:00:00",2279,1474
"2021-04-22 00:00:00",2623,1444
"2021-04-23 00:00:00",3058,1724
"2021-04-24 00:00:00",2614,1602
"2021-04-25 00:00:00",2979,1668
"2021-04-26 00:00:00",2690,1394
"2021-04-27 00:00:00",2934,1596
"2021-04-28 00:00:00",2569,1471
"2021-04-29 00:00:00",2598,1626
"2021-04-30 00:00:00",3386,2069
"2021-05-01 00:00:00",4321,2391
"2021-05-02 00:00:00",3693,2457
"2021-05-03 00:00:00",6067,2537
"2021-05-04 00:00:00",3976,2669
"2021-05-05 00:00:00",3441,2295
"2021-05-06 00:00:00",3141,2239
"2021-05-07 00:00:00",3416,2301
"2021-05-08 00:00:00",2044,1410
"2021-05-09 00:00:00",2594,1773
"2021-05-10 00:00:00",1370,1025
"2021-05-11 00:00:00",2217,995
"2021-05-12 00:00:00",3764,1157
"2021-05-13 00:00:00",4250,1907
"2021-05-14 00:00:00",4264,2347
"2021-05-15 00:00:00",3883,2551
"2021-05-16 00:00:00",3788,2402
"2021-05-17 00:00:00",3465,2369
"2021-05-18 00:00:00",3670,2671
"2021-05-19 00:00:00",2722,2068
"2021-05-20 00:00:00",3592,2699
"2021-05-21 00:00:00",4141,2836
"2021-05-22 00:00:00",6612,2919
"2021-05-23 00:00:00",7340,2509
"2021-05-24 00:00:00",4895,2614
"2021-05-25 00:00:00",5125,2992
"2021-05-26 00:00:00",4492,2676
"2021-05-27 00:00:00",5665,3023
"2021-05-28 00:00:00",5415,3296
"2021-05-29 00:00:00",5539,3646
"2021-05-30 00:00:00",6021,4108
"2021-05-31 00:00:00",5799,3833
"2021-06-01 00:00:00",5961,4310
"2021-06-02 00:00:00",5379,3879
"2021-06-03 00:00:00",5085,3670
"2021-06-04 00:00:00",5711,3894
"2021-06-05 00:00:00",5796,3846
"2021-06-06 00:00:00",5998,3836
"2021-06-07 00:00:00",6061,3876
"2021-06-08 00:00:00",6380,4039
"2021-06-09 00:00:00",6541,3926
"2021-06-10 00:00:00",6783,4104
"2021-06-11 00:00:00",8595,4350
"2021-06-12 00:00:00",6398,4246
"2021-06-13 00:00:00",6771,4501
"2021-06-14 00:00:00",7487,4209
"2021-06-15 00:00:00",8996,4794
"2021-06-16 00:00:00",8099,4945
"2021-06-17 00:00:00",7846,4790
"2021-06-18 00:00:00",10209,5740
"2021-06-19 00:00:00",9312,6230
"2021-06-20 00:00:00",10783,6856
"2021-06-21 00:00:00",10954,7395
"2021-06-22 00:00:00",9197,6715
"2021-06-23 00:00:00",9225,6598
"2021-06-24 00:00:00",10524,6998
"2021-06-25 00:00:00",11872,7133
"2021-06-26 00:00:00",11733,8022
"2021-06-27 00:00:00",14067,8562
"2021-06-28 00:00:00",12761,8703
"2021-06-29 00:00:00",13887,9118
"2021-06-30 00:00:00",17580,9118
"2021-07-01 00:00:00",16218,9219
"2021-07-02 00:00:00",14596,8922
"2021-07-03 00:00:00",15711,9614
"2021-07-04 00:00:00",15274,9872
"2021-07-05 00:00:00",15973,9242
"2021-07-06 00:00:00",16080,10490
"2021-07-07 00:00:00",17544,10845
"2021-07-08 00:00:00",19594,11309
"2021-07-09 00:00:00",18125,11094
"2021-07-10 00:00:00",17660,10849
"2021-07-11 00:00:00",16279,9874
"2021-07-12 00:00:00",13695,8511
"2021-07-13 00:00:00",15266,10045
"2021-07-14 00:00:00",17555,11500
"2021-07-15 00:00:00",29111,13296
"2021-07-16 00:00:00",28538,12601
"2021-07-17 00:00:00",23674,12189
"2021-07-18 00:00:00",19607,10762
"2021-07-19 00:00:00",21135,11775
"2021-07-20 00:00:00",23217,12119
"2021-07-21 00:00:00",21733,12264
"2021-07-22 00:00:00",26244,11778
"2021-07-23 00:00:00",31094,16409
"2021-07-24 00:00:00",25391,15552
"2021-07-25 00:00:00",27019,13993
"2021-07-26 00:00:00",21584,10817
"2021-07-27 00:00:00",21291,10749
"2021-07-28 00:00:00",26155,12899
"2021-07-29 00:00:00",28562,14730
"2021-07-30 00:00:00",28570,13827
"2021-07-31 00:00:00",29223,14080
"2021-08-01 00:00:00",28770,15374
"2021-08-02 00:00:00",30456,15372
"2021-08-03 00:00:00",36012,19574
"2021-08-04 00:00:00",34529,20003
"2021-08-05 00:00:00",38478,20587
"2021-08-06 00:00:00",42124,21838
"2021-08-07 00:00:00",40083,19550
"2021-08-08 00:00:00",42364,20454
"2021-08-09 00:00:00",47760,24478
"2021-08-10 00:00:00",47241,26562
"2021-08-11 00:00:00",47921,27324
"2021-08-12 00:00:00",47104,26032
"2021-08-13 00:00:00",45387,25311
"2021-08-14 00:00:00",46093,25861
"2021-08-15 00:00:00",50030,25825
"2021-08-16 00:00:00",50365,27809
"2021-08-17 00:00:00",49909,29316
"2021-08-18 00:00:00",45110,27708
"2021-08-19 00:00:00",45589,26910
"2021-08-20 00:00:00",45393,27640
"2021-08-21 00:00:00",47222,29670
"2021-08-22 00:00:00",44835,30836
"2021-08-23 00:00:00",45204,30032
"2021-08-24 00:00:00",49059,32551
"2021-08-25 00:00:00",48592,32579
"2021-08-26 00:00:00",51471,33080
"2021-08-27 00:00:00",54390,29786
"2021-08-28 00:00:00",53519,32427
"2021-08-29 00:00:00",55357,33326
"2021-08-30 00:00:00",52078,34990
"2021-08-31 00:00:00",48929,32377
"2021-09-01 00:00:00",46453,28029
"2021-09-02 00:00:00",41108,25805
"2021-09-03 00:00:00",42631,27845
"2021-09-04 00:00:00",48053,32299
"2021-09-05 00:00:00",48239,32425
"2021-09-06 00:00:00",49186,32148
"2021-09-07 00:00:00",47233,30797
"2021-09-08 00:00:00",44732,29309
"2021-09-09 00:00:00",50254,30516
"2021-09-10 00:00:00",43635,28989
"2021-09-11 00:00:00",45650,28150
"2021-09-12 00:00:00",48069,27345
"2021-09-13 00:00:00",42159,27232
"2021-09-14 00:00:00",43160,28253
"2021-09-15 00:00:00",49228,29429
"2021-09-16 00:00:00",49258,30684
"2021-09-17 00:00:00",45604,28886
"2021-09-18 00:00:00",51441,31808
"2021-09-19 00:00:00",46936,31726
"2021-09-20 00:00:00",45261,29150
"2021-09-21 00:00:00",44514,31246
"2021-09-22 00:00:00",45424,30142
"2021-09-23 00:00:00",60210,43735
"2021-09-24 00:00:00",66084,41363
"2021-09-25 00:00:00",59954,37305
"2021-09-26 00:00:00",55012,35247
"2021-09-27 00:00:00",56402,35653
"2021-09-28 00:00:00",54118,36840
"2021-09-29 00:00:00",56748,36636
"2021-09-30 00:00:00",52588,31932
"2021-10-01 00:00:00",57889,36334
"2021-10-02 00:00:00",53397,39194
"2021-10-03 00:00:00",54473,39512
"2021-10-04 00:00:00",62988,52468
"2021-10-05 00:00:00",57539,50363
"2021-10-06 00:00:00",53147,43399
"2021-10-07 00:00:00",57969,39827
"2021-10-08 00:00:00",60186,38922
"2021-10-09 00:00:00",51521,38188
"2021-10-10 00:00:00",54130,37368
"2021-10-11 00:00:00",54179,35430
"2021-10-12 00:00:00",54366,36463
"2021-10-13 00:00:00",60175,35053
"2021-10-14 00:00:00",49379,31240
"2021-10-15 00:00:00",48907,34461
"2021-10-16 00:00:00",55203,35833
"2021-10-17 00:00:00",56104,35812
"2021-10-18 00:00:00",56780,35724
"2021-10-19 00:00:00",47539,33566
"2021-10-20 00:00:00",49391,33237
"2021-10-21 00:00:00",55294,32679
"2021-10-22 00:00:00",55212,34373
"2021-10-23 00:00:00",53614,36522
"2021-10-24 00:00:00",45441,33323
"2021-10-25 00:00:00",47733,34077
"2021-10-26 00:00:00",45594,32521
"2021-10-27 00:00:00",46572,31835
"2021-10-28 00:00:00",43408,30134
"2021-10-29 00:00:00",44732,31884
"2021-10-30 00:00:00",42309,33800
"2021-10-31 00:00:00",44655,36768
"2021-11-01 00:00:00",45983,36816
"2021-11-02 00:00:00",54808,41999
"2021-11-03 00:00:00",52724,40656
"2021-11-04 00:00:00",66152,57867
"2021-11-05 00:00:00",79446,69312
"2021-11-06 00:00:00",69393,54610
"2021-11-07 00:00:00",67010,49130
"2021-11-08 00:00:00",64947,43696
"2021-11-09 00:00:00",61871,42903
"2021-11-10 00:00:00",73217,55134
"2021-11-11 00:00:00",68741,50949
"2021-11-12 00:00:00",63803,46851
"2021-11-13 00:00:00",69111,48373
"2021-11-14 00:00:00",64356,46816
"2021-11-15 00:00:00",55359,39884
"2021-11-16 00:00:00",57225,43921
"2021-11-17 00:00:00",60609,44906
"2021-11-18 00:00:00",70524,53456
"2021-11-19 00:00:00",69023,51360
"2021-11-20 00:00:00",65594,48204
"2021-11-21 00:00:00",60869,44851
"2021-11-22 00:00:00",67857,48868
"2021-11-23 00:00:00",62288,43750
"2021-11-24 00:00:00",63891,45874
"2021-11-25 00:00:00",61774,42008
"2021-11-26 00:00:00",55020,40537
"2021-11-27 00:00:00",58331,41446
"2021-11-28 00:00:00",61537,41087
"2021-11-29 00:00:00",59833,42588
"2021-11-30 00:00:00",60003,39723
"2021-12-01 00:00:00",57718,38975
"2021-12-02 00:00:00",58458,40953
"2021-12-03 00:00:00",51059,38751
"2021-12-04 00:00:00",55660,36053
"2021-12-05 00:00:00",55197,35334
"2021-12-06 00:00:00",49700,33005
"2021-12-07 00:00:00",51818,34138
"2021-12-08 00:00:00",58700,43707
"2021-12-09 00:00:00",47912,38460
"2021-12-10 00:00:00",47877,34357
"2021-12-11 00:00:00",57736,32803
"2021-12-12 00:00:00",51851,32397
"2021-12-13 00:00:00",51634,33134
"2021-12-14 00:00:00",50572,35682
"2021-12-15 00:00:00",49637,37061
"2021-12-16 00:00:00",53789,34852
"2021-12-17 00:00:00",48542,32525
"2021-12-18 00:00:00",44800,31659
