"DateTime","Primary Sales","Secondary sales"
"2019-06-24 00:00:00",2678,1098
"2019-06-25 00:00:00",1983,823
"2019-06-26 00:00:00",1817,954
"2019-06-27 00:00:00",924,869
"2019-06-28 00:00:00",1170,642
"2019-06-29 00:00:00",1960,895
"2019-06-30 00:00:00",1305,757
"2019-07-01 00:00:00",931,566
"2019-07-02 00:00:00",936,572
"2019-07-03 00:00:00",1007,787
"2019-07-04 00:00:00",1746,782
"2019-07-05 00:00:00",1520,643
"2019-07-06 00:00:00",2186,862
"2019-07-07 00:00:00",2060,818
"2019-07-08 00:00:00",1662,944
"2019-07-09 00:00:00",1618,1338
"2019-07-10 00:00:00",1693,984
"2019-07-11 00:00:00",1260,625
"2019-07-12 00:00:00",1698,698
"2019-07-13 00:00:00",2021,754
"2019-07-14 00:00:00",1929,803
"2019-07-15 00:00:00",1753,765
"2019-07-16 00:00:00",740,427
"2019-07-17 00:00:00",2033,720
"2019-07-18 00:00:00",2915,1399
"2019-07-19 00:00:00",2170,789
"2019-07-20 00:00:00",3698,1056
"2019-07-21 00:00:00",3984,777
"2019-07-22 00:00:00",2777,645
"2019-07-23 00:00:00",2986,697
"2019-07-24 00:00:00",2097,741
"2019-07-25 00:00:00",1951,594
"2019-07-26 00:00:00",3361,704
"2019-07-27 00:00:00",3370,622
"2019-07-28 00:00:00",3354,603
"2019-07-29 00:00:00",3209,763
"2019-07-30 00:00:00",3520,684
"2019-07-31 00:00:00",2835,785
"2019-08-01 00:00:00",2343,751
"2019-08-02 00:00:00",2066,769
"2019-08-03 00:00:00",2658,771
"2019-08-04 00:00:00",2555,1203
"2019-08-05 00:00:00",2417,946
"2019-08-06 00:00:00",1450,738
"2019-08-07 00:00:00",1896,934
"2019-08-08 00:00:00",2026,829
"2019-08-09 00:00:00",2147,655
"2019-08-10 00:00:00",1569,591
"2019-08-11 00:00:00",1646,736
"2019-08-12 00:00:00",1747,711
"2019-08-13 00:00:00",1529,1075
"2019-08-14 00:00:00",1979,722
"2019-08-15 00:00:00",1944,649
"2019-08-16 00:00:00",1866,803
"2019-08-17 00:00:00",2804,829
"2019-08-18 00:00:00",2892,854
"2019-08-19 00:00:00",1682,641
"2019-08-20 00:00:00",2044,785
"2019-08-21 00:00:00",1718,616
"2019-08-22 00:00:00",1733,802
"2019-08-23 00:00:00",2225,812
"2019-08-24 00:00:00",2804,862
"2019-08-25 00:00:00",2090,698
"2019-08-26 00:00:00",1460,552
"2019-08-27 00:00:00",2391,556
"2019-08-28 00:00:00",2368,701
"2019-08-29 00:00:00",2372,635
"2019-08-30 00:00:00",1819,548
"2019-08-31 00:00:00",3729,1063
"2019-09-01 00:00:00",3748,850
"2019-09-02 00:00:00",3381,605
"2019-09-03 00:00:00",2401,550
"2019-09-04 00:00:00",1622,645
"2019-09-05 00:00:00",1212,485
"2019-09-06 00:00:00",1010,479
"2019-09-07 00:00:00",1008,480
"2019-09-08 00:00:00",1021,426
"2019-09-09 00:00:00",871,511
"2019-09-10 00:00:00",690,462
"2019-09-11 00:00:00",777,487
"2019-09-12 00:00:00",716,583
"2019-09-13 00:00:00",738,549
"2019-09-14 00:00:00",2264,612
"2019-09-15 00:00:00",1771,766
"2019-09-16 00:00:00",860,387
"2019-09-17 00:00:00",536,535
"2019-09-18 00:00:00",711,424
"2019-09-19 00:00:00",664,449
"2019-09-20 00:00:00",485,397
"2019-09-21 00:00:00",1677,641
"2019-09-22 00:00:00",1531,556
"2019-09-23 00:00:00",887,617
"2019-09-24 00:00:00",779,450
"2019-09-25 00:00:00",635,435
"2019-09-26 00:00:00",684,454
"2019-09-27 00:00:00",544,440
"2019-09-28 00:00:00",1492,528
"2019-09-29 00:00:00",1759,796
"2019-09-30 00:00:00",1550,510
"2019-10-01 00:00:00",2963,606
"2019-10-02 00:00:00",2664,606
"2019-10-03 00:00:00",3163,805
"2019-10-04 00:00:00",2329,992
"2019-10-05 00:00:00",2737,704
"2019-10-06 00:00:00",1740,1070
"2019-10-07 00:00:00",2225,917
"2019-10-08 00:00:00",2159,1076
"2019-10-09 00:00:00",4509,891
"2019-10-10 00:00:00",2963,749
"2019-10-11 00:00:00",4334,738
"2019-10-12 00:00:00",2332,875
"2019-10-13 00:00:00",2473,618
"2019-10-14 00:00:00",2934,462
"2019-10-15 00:00:00",3996,621
"2019-10-16 00:00:00",2540,905
"2019-10-17 00:00:00",3873,755
"2019-10-18 00:00:00",3418,726
"2019-10-19 00:00:00",3056,850
"2019-10-20 00:00:00",7719,815
"2019-10-21 00:00:00",2239,872
"2019-10-22 00:00:00",2176,1032
"2019-10-23 00:00:00",1550,642
"2019-10-24 00:00:00",1541,669
"2019-10-25 00:00:00",1745,809
"2019-10-26 00:00:00",2932,990
"2019-10-27 00:00:00",2716,883
"2019-10-28 00:00:00",2718,952
"2019-10-29 00:00:00",2039,789
"2019-10-30 00:00:00",1957,753
"2019-10-31 00:00:00",1884,800
"2019-11-01 00:00:00",2517,823
"2019-11-02 00:00:00",3029,914
"2019-11-03 00:00:00",2276,736
"2019-11-04 00:00:00",2060,803
"2019-11-05 00:00:00",2329,692
"2019-11-06 00:00:00",4081,760
"2019-11-07 00:00:00",5197,571
"2019-11-08 00:00:00",4012,580
"2019-11-09 00:00:00",4220,846
"2019-11-10 00:00:00",4227,788
"2019-11-11 00:00:00",2684,727
"2019-11-12 00:00:00",3063,661
"2019-11-13 00:00:00",2951,845
"2019-11-14 00:00:00",2087,551
"2019-11-15 00:00:00",2467,522
"2019-11-16 00:00:00",2540,606
"2019-11-17 00:00:00",2039,662
"2019-11-18 00:00:00",2461,605
"2019-11-19 00:00:00",2387,573
"2019-11-20 00:00:00",2427,594
"2019-11-21 00:00:00",2005,586
"2019-11-22 00:00:00",11655,798
"2019-11-23 00:00:00",16138,1336
"2019-11-24 00:00:00",19246,1010
"2019-11-25 00:00:00",9273,1085
"2019-11-26 00:00:00",11258,1000
"2019-11-27 00:00:00",11283,941
"2019-11-28 00:00:00",9185,1002
"2019-11-29 00:00:00",16992,1288
"2019-11-30 00:00:00",12286,1194
"2019-12-01 00:00:00",15070,1448
"2019-12-02 00:00:00",13080,1017
"2019-12-03 00:00:00",7181,973
"2019-12-04 00:00:00",6584,1100
"2019-12-05 00:00:00",9076,1176
"2019-12-06 00:00:00",6771,1327
"2019-12-07 00:00:00",8050,1316
"2019-12-08 00:00:00",9451,1569
"2019-12-09 00:00:00",7807,1461
"2019-12-10 00:00:00",6508,1368
"2019-12-11 00:00:00",6553,1505
"2019-12-12 00:00:00",7117,1248
"2019-12-13 00:00:00",4800,1074
"2019-12-14 00:00:00",5191,1093
"2019-12-15 00:00:00",5150,1010
"2019-12-16 00:00:00",3988,969
"2019-12-17 00:00:00",3029,990
"2019-12-18 00:00:00",5144,1111
"2019-12-19 00:00:00",4698,1320
"2019-12-20 00:00:00",3675,1388
"2019-12-21 00:00:00",5118,1715
"2019-12-22 00:00:00",6671,1715
"2019-12-23 00:00:00",3489,1094
"2019-12-24 00:00:00",3878,1156
"2019-12-25 00:00:00",4417,851
"2019-12-26 00:00:00",4510,1091
"2019-12-27 00:00:00",6179,1217
"2019-12-28 00:00:00",4942,1855
"2019-12-29 00:00:00",6239,1394
"2019-12-30 00:00:00",4274,1064
"2019-12-31 00:00:00",4342,1301
"2020-01-01 00:00:00",5972,1502
"2020-01-02 00:00:00",7028,1762
"2020-01-03 00:00:00",6779,1507
"2020-01-04 00:00:00",9978,2074
"2020-01-05 00:00:00",7943,1685
"2020-01-06 00:00:00",4715,1265
"2020-01-07 00:00:00",6094,1988
"2020-01-08 00:00:00",4350,1488
"2020-01-09 00:00:00",5833,1338
"2020-01-10 00:00:00",4679,1348
"2020-01-11 00:00:00",5691,1530
"2020-01-12 00:00:00",7333,1324
"2020-01-13 00:00:00",6184,1414
"2020-01-14 00:00:00",7553,1311
"2020-01-15 00:00:00",5630,1162
"2020-01-16 00:00:00",3660,853
"2020-01-17 00:00:00",3749,1160
"2020-01-18 00:00:00",6306,1232
"2020-01-19 00:00:00",7230,1173
"2020-01-20 00:00:00",11671,1185
"2020-01-21 00:00:00",7922,1093
"2020-01-22 00:00:00",6680,1283
"2020-01-23 00:00:00",8255,1098
"2020-01-24 00:00:00",15073,1479
"2020-01-25 00:00:00",9491,1247
"2020-01-26 00:00:00",10713,1244
"2020-01-27 00:00:00",8243,1088
"2020-01-28 00:00:00",6380,1350
"2020-01-29 00:00:00",4863,1134
"2020-01-30 00:00:00",4036,848
"2020-01-31 00:00:00",4043,1178
"2020-02-01 00:00:00",6359,1031
"2020-02-02 00:00:00",6034,899
"2020-02-03 00:00:00",3461,923
"2020-02-04 00:00:00",1992,706
"2020-02-05 00:00:00",2203,881
"2020-02-06 00:00:00",1694,984
"2020-02-07 00:00:00",1942,1123
"2020-02-08 00:00:00",6242,2855
"2020-02-09 00:00:00",10628,3664
"2020-02-10 00:00:00",3626,2009
"2020-02-11 00:00:00",9179,1735
"2020-02-12 00:00:00",3801,977
"2020-02-13 00:00:00",3879,1293
"2020-02-14 00:00:00",3259,887
"2020-02-15 00:00:00",3444,1033
"2020-02-16 00:00:00",2541,987
"2020-02-17 00:00:00",4088,968
"2020-02-18 00:00:00",3117,992
"2020-02-19 00:00:00",2960,1077
"2020-02-20 00:00:00",3565,1079
"2020-02-21 00:00:00",4499,1122
"2020-02-22 00:00:00",4952,1236
"2020-02-23 00:00:00",5152,1329
"2020-02-24 00:00:00",4718,1851
"2020-02-25 00:00:00",4047,1153
"2020-02-26 00:00:00",3971,1169
"2020-02-27 00:00:00",4840,1196
"2020-02-28 00:00:00",5735,1195
"2020-02-29 00:00:00",7482,1790
"2020-03-01 00:00:00",6167,1761
"2020-03-02 00:00:00",9837,1637
"2020-03-03 00:00:00",3751,982
"2020-03-04 00:00:00",3101,1658
"2020-03-05 00:00:00",3350,956
"2020-03-06 00:00:00",3106,1772
"2020-03-07 00:00:00",5803,1280
"2020-03-08 00:00:00",3153,1013
"2020-03-09 00:00:00",2330,1126
"2020-03-10 00:00:00",4458,1437
"2020-03-11 00:00:00",7531,903
"2020-03-12 00:00:00",2986,466
"2020-03-13 00:00:00",1635,759
"2020-03-14 00:00:00",4061,1031
"2020-03-15 00:00:00",4954,961
"2020-03-16 00:00:00",5567,638
"2020-03-17 00:00:00",6135,1162
"2020-03-18 00:00:00",8499,1047
"2020-03-19 00:00:00",5187,1129
"2020-03-20 00:00:00",4541,1074
"2020-03-21 00:00:00",4771,1469
"2020-03-22 00:00:00",4678,888
"2020-03-23 00:00:00",3552,1410
"2020-03-24 00:00:00",2720,1041
"2020-03-25 00:00:00",2093,1143
"2020-03-26 00:00:00",4430,1171
"2020-03-27 00:00:00",3842,1077
"2020-03-28 00:00:00",7112,1376
"2020-03-29 00:00:00",4390,1231
"2020-03-30 00:00:00",3826,1136
"2020-03-31 00:00:00",15629,1220
"2020-04-01 00:00:00",4662,2005
"2020-04-02 00:00:00",2823,1007
"2020-04-03 00:00:00",5744,1411
"2020-04-04 00:00:00",9337,1326
"2020-04-05 00:00:00",4324,1499
"2020-04-06 00:00:00",5533,1226
"2020-04-07 00:00:00",3175,892
"2020-04-08 00:00:00",2584,1056
"2020-04-09 00:00:00",2814,1227
"2020-04-10 00:00:00",3021,997
"2020-04-11 00:00:00",5929,1498
"2020-04-12 00:00:00",5426,1488
"2020-04-13 00:00:00",4074,1198
"2020-04-14 00:00:00",5613,3239
"2020-04-15 00:00:00",3764,1351
"2020-04-16 00:00:00",2346,1010
"2020-04-17 00:00:00",3067,1000
"2020-04-18 00:00:00",3718,1210
"2020-04-19 00:00:00",3821,1443
"2020-04-20 00:00:00",2225,918
"2020-04-21 00:00:00",3156,992
"2020-04-22 00:00:00",2545,1191
"2020-04-23 00:00:00",2865,992
"2020-04-24 00:00:00",2383,943
"2020-04-25 00:00:00",3230,1485
"2020-04-26 00:00:00",3305,1164
"2020-04-27 00:00:00",3531,952
"2020-04-28 00:00:00",2894,1231
"2020-04-29 00:00:00",1958,771
"2020-04-30 00:00:00",1570,717
"2020-05-01 00:00:00",2642,1399
"2020-05-02 00:00:00",2570,1204
"2020-05-03 00:00:00",3534,1701
"2020-05-04 00:00:00",2321,945
"2020-05-05 00:00:00",1921,974
"2020-05-06 00:00:00",1533,801
"2020-05-07 00:00:00",1330,656
"2020-05-08 00:00:00",1854,735
"2020-05-09 00:00:00",2281,1028
"2020-05-10 00:00:00",1699,849
"2020-05-11 00:00:00",1877,751
"2020-05-12 00:00:00",1670,775
"2020-05-13 00:00:00",1719,648
"2020-05-14 00:00:00",1404,648
"2020-05-15 00:00:00",1700,986
"2020-05-16 00:00:00",2476,901
"2020-05-17 00:00:00",2531,1038
"2020-05-18 00:00:00",1735,696
"2020-05-19 00:00:00",1527,765
"2020-05-20 00:00:00",1629,915
"2020-05-21 00:00:00",1581,744
"2020-05-22 00:00:00",1649,906
"2020-05-23 00:00:00",3129,1727
"2020-05-24 00:00:00",3270,1090
"2020-05-25 00:00:00",2772,630
"2020-05-26 00:00:00",2238,749
"2020-05-27 00:00:00",2168,661
"2020-05-28 00:00:00",1908,745
"2020-05-29 00:00:00",1934,734
"2020-05-30 00:00:00",1703,627
"2020-05-31 00:00:00",1047,816
"2020-06-01 00:00:00",1141,608
"2020-06-02 00:00:00",863,558
"2020-06-03 00:00:00",989,597
"2020-06-04 00:00:00",2443,857
"2020-06-05 00:00:00",1458,813
"2020-06-06 00:00:00",2138,859
"2020-06-07 00:00:00",1554,688
"2020-06-08 00:00:00",1404,566
"2020-06-09 00:00:00",1144,615
"2020-06-10 00:00:00",1054,691
"2020-06-11 00:00:00",2493,728
"2020-06-12 00:00:00",1668,570
"2020-06-13 00:00:00",1585,739
"2020-06-14 00:00:00",2046,1106
"2020-06-15 00:00:00",1436,650
"2020-06-16 00:00:00",2107,568
"2020-06-17 00:00:00",977,548
"2020-06-18 00:00:00",1387,484
"2020-06-19 00:00:00",1008,584
"2020-06-20 00:00:00",1908,874
"2020-06-21 00:00:00",2217,730
"2020-06-22 00:00:00",1211,515
"2020-06-23 00:00:00",2865,480
"2020-06-24 00:00:00",1158,540
"2020-06-25 00:00:00",2146,550
"2020-06-26 00:00:00",1382,465
"2020-06-27 00:00:00",1542,534
"2020-06-28 00:00:00",1055,508
"2020-06-29 00:00:00",907,553
"2020-06-30 00:00:00",2599,501
"2020-07-01 00:00:00",1181,710
"2020-07-02 00:00:00",1706,587
"2020-07-03 00:00:00",1260,686
"2020-07-04 00:00:00",2450,804
"2020-07-05 00:00:00",1790,708
"2020-07-06 00:00:00",1300,725
"2020-07-07 00:00:00",1288,769
"2020-07-08 00:00:00",1323,1196
"2020-07-09 00:00:00",1792,1133
"2020-07-10 00:00:00",1904,1000
"2020-07-11 00:00:00",3032,1085
"2020-07-12 00:00:00",1963,1083
"2020-07-13 00:00:00",1046,629
"2020-07-14 00:00:00",1073,692
"2020-07-15 00:00:00",1154,712
"2020-07-16 00:00:00",1341,689
"2020-07-17 00:00:00",1066,573
"2020-07-18 00:00:00",1453,661
"2020-07-19 00:00:00",956,491
"2020-07-20 00:00:00",919,466
"2020-07-21 00:00:00",1017,559
"2020-07-22 00:00:00",958,544
"2020-07-23 00:00:00",903,532
"2020-07-24 00:00:00",1130,469
"2020-07-25 00:00:00",1161,580
"2020-07-26 00:00:00",949,446
"2020-07-27 00:00:00",615,414
"2020-07-28 00:00:00",681,483
"2020-07-29 00:00:00",753,389
"2020-07-30 00:00:00",935,523
"2020-07-31 00:00:00",745,370
"2020-08-01 00:00:00",836,411
"2020-08-02 00:00:00",837,495
"2020-08-03 00:00:00",793,354
"2020-08-04 00:00:00",4834,514
"2020-08-05 00:00:00",1355,639
"2020-08-06 00:00:00",961,724
"2020-08-07 00:00:00",758,753
"2020-08-08 00:00:00",943,847
"2020-08-09 00:00:00",746,547
"2020-08-10 00:00:00",487,395
"2020-08-11 00:00:00",451,362
"2020-08-12 00:00:00",224,130
"2020-08-13 00:00:00",648,390
"2020-08-14 00:00:00",468,536
"2020-08-15 00:00:00",592,389
"2020-08-16 00:00:00",585,664
"2020-08-17 00:00:00",469,420
"2020-08-18 00:00:00",666,440
"2020-08-19 00:00:00",605,390
"2020-08-20 00:00:00",798,483
"2020-08-21 00:00:00",535,368
"2020-08-22 00:00:00",599,452
"2020-08-23 00:00:00",752,597
"2020-08-24 00:00:00",566,442
"2020-08-25 00:00:00",691,568
"2020-08-26 00:00:00",746,448
"2020-08-27 00:00:00",741,592
"2020-08-28 00:00:00",760,676
"2020-08-29 00:00:00",1587,1657
"2020-08-30 00:00:00",1283,1271
"2020-08-31 00:00:00",727,562
"2020-09-01 00:00:00",138,101
"2020-09-02 00:00:00",505,212
"2020-09-03 00:00:00",836,348
"2020-09-04 00:00:00",874,653
"2020-09-05 00:00:00",765,414
"2020-09-06 00:00:00",829,740
"2020-09-07 00:00:00",1052,618
"2020-09-08 00:00:00",804,632
"2020-09-09 00:00:00",865,609
"2020-09-10 00:00:00",697,546
"2020-09-11 00:00:00",802,594
"2020-09-12 00:00:00",786,585
"2020-09-13 00:00:00",928,687
"2020-09-14 00:00:00",743,550
"2020-09-15 00:00:00",2174,849
"2020-09-16 00:00:00",1892,829
"2020-09-17 00:00:00",1295,215
"2020-09-18 00:00:00",2255,980
"2020-09-19 00:00:00",831,1036
"2020-09-20 00:00:00",1004,1334
"2020-09-21 00:00:00",734,1054
"2020-09-22 00:00:00",2641,3091
"2020-09-23 00:00:00",2809,6949
"2020-09-24 00:00:00",1993,3094
"2020-09-25 00:00:00",1551,3771
"2020-09-26 00:00:00",1440,2453
"2020-09-27 00:00:00",1550,2464
"2020-09-28 00:00:00",1389,2136
"2020-09-29 00:00:00",1147,1666
"2020-09-30 00:00:00",1194,1352
"2020-10-01 00:00:00",1123,1189
"2020-10-02 00:00:00",1138,1313
"2020-10-03 00:00:00",1566,1349
"2020-10-04 00:00:00",1233,1371
"2020-10-05 00:00:00",1267,1174
"2020-10-06 00:00:00",1584,1676
"2020-10-07 00:00:00",1261,1380
"2020-10-08 00:00:00",1408,1115
"2020-10-09 00:00:00",1373,1269
"2020-10-10 00:00:00",1385,1085
"2020-10-11 00:00:00",1537,1335
"2020-10-12 00:00:00",1288,1080
"2020-10-13 00:00:00",1451,967
"2020-10-14 00:00:00",1435,1265
"2020-10-15 00:00:00",1421,1246
"2020-10-16 00:00:00",1522,877
"2020-10-17 00:00:00",1900,1488
"2020-10-18 00:00:00",1873,1256
"2020-10-19 00:00:00",1673,1000
"2020-10-20 00:00:00",1261,914
"2020-10-21 00:00:00",1153,817
"2020-10-22 00:00:00",1159,926
"2020-10-23 00:00:00",1464,1562
"2020-10-24 00:00:00",2919,1774
"2020-10-25 00:00:00",3965,1564
"2020-10-26 00:00:00",2296,1417
"2020-10-27 00:00:00",2665,1466
"2020-10-28 00:00:00",1977,1200
"2020-10-29 00:00:00",2050,1442
"2020-10-30 00:00:00",2313,1271
"2020-10-31 00:00:00",3268,1457
"2020-11-01 00:00:00",2031,1045
"2020-11-02 00:00:00",1476,952
"2020-11-03 00:00:00",1559,1007
"2020-11-04 00:00:00",1632,1012
"2020-11-05 00:00:00",1540,920
"2020-11-06 00:00:00",1311,923
"2020-11-07 00:00:00",1702,943
"2020-11-08 00:00:00",2355,1294
"2020-11-09 00:00:00",1811,945
"2020-11-10 00:00:00",1833,1213
"2020-11-11 00:00:00",1806,1274
"2020-11-12 00:00:00",15318,1664
"2020-11-13 00:00:00",1502,1886
"2020-11-14 00:00:00",2251,1858
"2020-11-15 00:00:00",1949,1934
"2020-11-16 00:00:00",1741,1367
"2020-11-17 00:00:00",1180,1237
"2020-11-18 00:00:00",1152,1423
"2020-11-19 00:00:00",1614,1519
"2020-11-20 00:00:00",1249,1170
"2020-11-21 00:00:00",1352,1099
"2020-11-22 00:00:00",1417,1176
"2020-11-23 00:00:00",944,930
"2020-11-24 00:00:00",878,800
"2020-11-25 00:00:00",1336,844
"2020-11-26 00:00:00",1185,742
"2020-11-27 00:00:00",3325,1232
"2020-11-28 00:00:00",3090,1139
"2020-11-29 00:00:00",2483,1091
"2020-11-30 00:00:00",1106,696
"2020-12-01 00:00:00",1338,823
"2020-12-02 00:00:00",2017,900
"2020-12-03 00:00:00",1731,787
"2020-12-04 00:00:00",2074,944
"2020-12-05 00:00:00",2432,1004
"2020-12-06 00:00:00",2531,1209
"2020-12-07 00:00:00",1783,1026
"2020-12-08 00:00:00",1539,935
"2020-12-09 00:00:00",1458,762
"2020-12-10 00:00:00",1897,857
"2020-12-11 00:00:00",7162,1089
"2020-12-12 00:00:00",2601,1311
"2020-12-13 00:00:00",2008,1167
"2020-12-14 00:00:00",1715,852
"2020-12-15 00:00:00",1289,872
"2020-12-16 00:00:00",1228,668
"2020-12-17 00:00:00",790,465
"2020-12-18 00:00:00",1679,787
"2020-12-19 00:00:00",2079,756
"2020-12-20 00:00:00",2156,1043
"2020-12-21 00:00:00",1575,643
"2020-12-22 00:00:00",1811,1054
"2020-12-23 00:00:00",1447,638
"2020-12-24 00:00:00",1642,838
"2020-12-25 00:00:00",1178,775
"2020-12-26 00:00:00",1583,716
"2020-12-27 00:00:00",1515,739
"2020-12-28 00:00:00",1027,682
"2020-12-29 00:00:00",1131,756
"2020-12-30 00:00:00",952,659
"2020-12-31 00:00:00",1159,553
"2021-01-01 00:00:00",2814,773
"2021-01-02 00:00:00",1464,728
"2021-01-03 00:00:00",722,491
"2021-01-04 00:00:00",853,560
"2021-01-05 00:00:00",849,634
"2021-01-06 00:00:00",1010,614
"2021-01-07 00:00:00",743,576
"2021-01-08 00:00:00",1292,849
"2021-01-09 00:00:00",1219,734
"2021-01-10 00:00:00",1060,769
"2021-01-11 00:00:00",702,600
"2021-01-12 00:00:00",990,699
"2021-01-13 00:00:00",1649,828
"2021-01-14 00:00:00",2095,681
"2021-01-15 00:00:00",1756,714
"2021-01-16 00:00:00",2840,587
"2021-01-17 00:00:00",1244,773
"2021-01-18 00:00:00",1085,941
"2021-01-19 00:00:00",892,735
"2021-01-20 00:00:00",1251,971
"2021-01-21 00:00:00",1394,842
"2021-01-22 00:00:00",1102,1198
"2021-01-23 00:00:00",1298,901
"2021-01-24 00:00:00",1284,1099
"2021-01-25 00:00:00",1031,805
"2021-01-26 00:00:00",1835,1214
"2021-01-27 00:00:00",1263,1002
"2021-01-28 00:00:00",962,657
"2021-01-29 00:00:00",1965,993
"2021-01-30 00:00:00",5216,1078
"2021-01-31 00:00:00",7091,1224
"2021-02-01 00:00:00",4165,1436
"2021-02-02 00:00:00",1462,2248
"2021-02-03 00:00:00",816,1541
"2021-02-04 00:00:00",904,1018
"2021-02-05 00:00:00",623,914
"2021-02-06 00:00:00",1828,1128
"2021-02-07 00:00:00",1463,1008
"2021-02-08 00:00:00",906,856
"2021-02-09 00:00:00",518,969
"2021-02-10 00:00:00",450,606
"2021-02-11 00:00:00",1935,1658
"2021-02-12 00:00:00",1881,1116
"2021-02-13 00:00:00",1820,1395
"2021-02-14 00:00:00",1829,1765
"2021-02-15 00:00:00",1555,1968
"2021-02-16 00:00:00",2569,2169
"2021-02-17 00:00:00",2097,2000
"2021-02-18 00:00:00",1796,1738
"2021-02-19 00:00:00",2310,1460
"2021-02-20 00:00:00",1675,1625
"2021-02-21 00:00:00",3717,2279
"2021-02-22 00:00:00",1670,2036
"2021-02-23 00:00:00",1303,1186
"2021-02-24 00:00:00",2072,3239
"2021-02-25 00:00:00",3005,2553
"2021-02-26 00:00:00",2438,5974
"2021-02-27 00:00:00",4706,6957
"2021-02-28 00:00:00",3261,3262
"2021-03-01 00:00:00",10697,2938
"2021-03-02 00:00:00",5327,4264
"2021-03-03 00:00:00",2839,3865
"2021-03-04 00:00:00",3146,3443
"2021-03-05 00:00:00",4520,3534
"2021-03-06 00:00:00",4260,3163
"2021-03-07 00:00:00",7410,2551
"2021-03-08 00:00:00",6305,3801
"2021-03-09 00:00:00",5120,3292
"2021-03-10 00:00:00",8624,3362
"2021-03-11 00:00:00",4704,3162
"2021-03-12 00:00:00",4344,2944
"2021-03-13 00:00:00",7945,3177
"2021-03-14 00:00:00",5110,4138
"2021-03-15 00:00:00",3955,3373
"2021-03-16 00:00:00",5802,3372
"2021-03-17 00:00:00",6453,3121
"2021-03-18 00:00:00",6487,3513
"2021-03-19 00:00:00",7033,3090
"2021-03-20 00:00:00",5951,3216
"2021-03-21 00:00:00",9780,3663
"2021-03-22 00:00:00",3956,3486
"2021-03-23 00:00:00",4460,2778
"2021-03-24 00:00:00",2947,2380
"2021-03-25 00:00:00",2962,2186
"2021-03-26 00:00:00",5864,2519
"2021-03-27 00:00:00",4775,2368
"2021-03-28 00:00:00",4447,2396
"2021-03-29 00:00:00",3673,2668
"2021-03-30 00:00:00",3114,2079
"2021-03-31 00:00:00",2828,1720
"2021-04-01 00:00:00",2848,1757
"2021-04-02 00:00:00",3044,910
"2021-04-03 00:00:00",3900,1739
"2021-04-04 00:00:00",3966,2519
"2021-04-05 00:00:00",3694,1863
"2021-04-06 00:00:00",2987,1754
"2021-04-07 00:00:00",6674,1765
"2021-04-08 00:00:00",4247,1971
"2021-04-09 00:00:00",4091,2019
"2021-04-10 00:00:00",4768,1991
"2021-04-11 00:00:00",4919,2229
"2021-04-12 00:00:00",3572,1837
"2021-04-13 00:00:00",3364,2082
"2021-04-14 00:00:00",5824,1510
"2021-04-15 00:00:00",3650,1516
"2021-04-16 00:00:00",3481,1916
"2021-04-17 00:00:00",4114,1621
"2021-04-18 00:00:00",3479,1487
"2021-04-19 00:00:00",2633,1157
"2021-04-20 00:00:00",2186,580
"2021-04-21 00:00:00",2357,1447
"2021-04-22 00:00:00",3939,1393
"2021-04-23 00:00:00",3965,1948
"2021-04-24 00:00:00",3936,1437
"2021-04-25 00:00:00",4052,1739
"2021-04-26 00:00:00",4382,1483
"2021-04-27 00:00:00",5894,1609
"2021-04-28 00:00:00",4519,1414
"2021-04-29 00:00:00",3316,2131
"2021-04-30 00:00:00",3347,3526
"2021-05-01 00:00:00",12373,4992
"2021-05-02 00:00:00",3259,4874
"2021-05-03 00:00:00",11806,4574
"2021-05-04 00:00:00",3904,4491
"2021-05-05 00:00:00",3222,3802
"2021-05-06 00:00:00",3516,3305
"2021-05-07 00:00:00",3038,3358
"2021-05-08 00:00:00",2127,2085
"2021-05-09 00:00:00",2480,2620
"2021-05-10 00:00:00",1166,1330
"2021-05-11 00:00:00",3736,1290
"2021-05-12 00:00:00",4491,1643
"2021-05-13 00:00:00",6775,2562
"2021-05-14 00:00:00",5090,3463
"2021-05-15 00:00:00",4436,3867
"2021-05-16 00:00:00",5246,3610
"2021-05-17 00:00:00",4106,3712
"2021-05-18 00:00:00",4445,3896
"2021-05-19 00:00:00",3359,2966
"2021-05-20 00:00:00",5333,3877
"2021-05-21 00:00:00",5609,3916
"2021-05-22 00:00:00",9441,4702
"2021-05-23 00:00:00",9464,3702
"2021-05-24 00:00:00",6028,3963
"2021-05-25 00:00:00",6133,4360
"2021-05-26 00:00:00",5358,4486
"2021-05-27 00:00:00",7475,4606
"2021-05-28 00:00:00",7725,4682
"2021-05-29 00:00:00",7495,5617
"2021-05-30 00:00:00",7619,6116
"2021-05-31 00:00:00",10765,5778
"2021-06-01 00:00:00",11667,6757
"2021-06-02 00:00:00",6879,6275
"2021-06-03 00:00:00",6785,5658
"2021-06-04 00:00:00",7843,6433
"2021-06-05 00:00:00",7929,6154
"2021-06-06 00:00:00",8272,6155
"2021-06-07 00:00:00",7561,6365
"2021-06-08 00:00:00",8909,6495
"2021-06-09 00:00:00",10039,6160
"2021-06-10 00:00:00",11149,6378
"2021-06-11 00:00:00",17429,7995
"2021-06-12 00:00:00",10475,7023
"2021-06-13 00:00:00",11009,6807
"2021-06-14 00:00:00",14328,6373
