DateTime,Primary Sales,Secondary sales,Primary sales USD,Secondary sales USD,Unique buyers,Unique sellers,Number of sales,Sales USD,Average USD,Active market wallets
2022-03-03 0:00,12001,48296,7426151.99,45850395.94,32356,26766,60297,53276547.92,883.57,50599
2022-03-04 0:00,18771,46823,11790495.62,51201831.46,36350,27738,65594,62992327.08,960.34,53827
2022-03-05 0:00,21152,47049,7083991.76,45235552.39,34403,26523,68201,52319544.16,767.14,51326
2022-03-06 0:00,7498,40797,2954551.07,32576691.35,26815,23821,48295,35531242.42,735.71,43438
2022-03-07 0:00,7771,42646,3470646.21,38899512.69,28187,25026,50417,42370158.9,840.39,45268
2022-03-08 0:00,8132,36431,3193547.76,43223239.93,24506,22636,44563,46416787.69,1041.6,40524
2022-03-09 0:00,8715,40100,3310005.7,37653837.59,26529,24153,48815,40963843.29,839.17,43140
2022-03-10 0:00,6504,38449,3128676.4,37165130.92,24086,22546,44953,40293807.32,896.35,40146
2022-03-11 0:00,6768,37921,6273210.12,55030490.44,24376,23047,44689,61303700.56,1371.79,40529
2022-03-12 0:00,7761,35093,3689303.98,56114178.33,23852,21677,42854,59803482.32,1395.52,39280
2022-03-13 0:00,9939,36592,3032978.36,48144952.66,23331,21404,46531,51177931.02,1099.87,38216
2022-03-14 0:00,6233,34333,2826872.04,33955691.28,22379,21055,40566,36782563.33,906.73,37378
2022-03-15 0:00,8235,37928,3107673.72,40649836,25305,22847,46163,43757509.73,947.89,41122
2022-03-16 0:00,5498,34085,4193447.97,60240110.44,22210,19768,39583,64433558.4,1627.81,36238
2022-03-17 0:00,8508,34319,8797522.05,116250898.5,23832,20116,42827,125048420.5,2919.85,37664
2022-03-18 0:00,6116,32310,7310435.23,91566504.55,21952,19439,38426,98876939.78,2573.18,36146
2022-03-19 0:00,6449,31220,6364470.78,93128937.94,20924,19209,37669,99493408.73,2641.25,35110
2022-03-20 0:00,7505,33177,4157056.78,65115908.03,21715,20000,40682,69272964.81,1702.79,35776
2022-03-21 0:00,7642,32410,6784829.95,53489344.63,20999,19156,40052,60274174.58,1504.9,34722
2022-03-22 0:00,8189,31003,4603889.24,44698395.61,20113,18152,39192,49302284.85,1257.97,33812
2022-03-23 0:00,7402,35425,3671636.67,57266667.47,22184,20097,42827,60938304.14,1422.89,36886
2022-03-24 0:00,7383,35638,5095563.62,69424795.34,22133,20458,43021,74520358.96,1732.19,37012
2022-03-25 0:00,12065,36366,7300905.83,58992207.97,23373,20501,48431,66293113.81,1368.82,37223
2022-03-26 0:00,6364,25128,7560271.72,48096179.86,16687,16319,31492,55656451.57,1767.32,29754
2022-03-27 0:00,5838,31279,5966851.52,49909626.13,19426,18630,37117,55876477.65,1505.41,33384
2022-03-28 0:00,9256,36795,4202583.04,49066965.99,21873,19475,46051,53269549.02,1156.75,35058
2022-03-29 0:00,4809,30886,4252516.41,45331971.86,19361,18327,35695,49584488.26,1389.12,32817
2022-03-30 0:00,3769,23362,10011491.94,58949039.42,15579,14873,27131,68960531.35,2541.76,26945
2022-03-31 0:00,3226,21531,5186454.62,66482521.44,13951,14052,24757,71668976.05,2894.9,25252
2022-04-01 0:00,2662,20879,4153260.88,78577024.95,12949,13239,23541,82730285.83,3514.31,23601
2022-04-02 0:00,3512,27233,6502907.86,108202797.2,16190,16645,30745,114705705.1,3730.87,28946
2022-04-03 0:00,4022,32523,11379458.28,117171636,19445,20045,36545,128551094.3,3517.61,33924
2022-04-04 0:00,6934,32593,8601289.71,95889825.37,19158,19270,39527,104491115.1,2643.54,32748
2022-04-05 0:00,3676,27574,5013042.92,73066468.87,16830,17683,31250,78079511.79,2498.54,30163
2022-04-06 0:00,8124,51710,4614052.46,54882537.43,28762,29942,59834,59496589.9,994.36,50500
2022-04-07 0:00,10278,46598,11960776.89,60174864.13,29816,27467,56876,72135641.02,1268.3,49530
2022-04-08 0:00,4202,40889,4999567.84,43973471.52,24059,23046,45091,48973039.36,1086.09,41059
2022-04-09 0:00,5403,34992,5798617.05,47413852.72,20965,19787,40395,53212469.78,1317.3,35713
2022-04-10 0:00,5842,31101,4240933.92,43597542.95,19119,17208,36943,47838476.87,1294.93,31938
2022-04-11 0:00,3842,28482,3333891.57,42287773.55,17238,16033,32324,45621665.13,1411.39,29461
2022-04-12 0:00,3796,27592,3368700.51,42116267.4,16805,15523,31388,45484967.91,1449.12,28802
2022-04-13 0:00,8310,27956,6470630.55,52610673.61,20218,15610,36266,59081304.16,1629.11,31907
2022-04-14 0:00,13799,30473,7044330.22,54262495.86,23413,16984,44272,61306826.08,1384.78,35153
2022-04-15 0:00,6721,30501,4900333.56,43552638.67,19497,17034,37222,48452972.22,1301.73,32201
2022-04-16 0:00,13337,32900,70578348.53,141871118.3,27022,18558,46237,212449466.9,4594.79,38746
2022-04-17 0:00,6424,29295,6794789.2,109026484.9,17758,16144,35719,115821274.1,3242.57,30082
2022-04-18 0:00,6814,35624,10033116.58,94964962.05,21224,19436,42438,104998078.6,2474.15,35475
2022-04-19 0:00,6483,32242,7246269.77,94376749.31,20059,18115,38725,101623019.1,2624.22,33738
2022-04-20 0:00,4677,29535,6059376.47,91941541.97,17986,16092,34212,98000918.44,2864.52,30263
2022-04-21 0:00,4627,30185,6932050.7,96874326.48,18060,16439,34812,103806377.2,2981.91,30692
2022-04-22 0:00,7551,30428,7693584.32,77998796.83,19525,17102,37979,85692381.14,2256.31,32510
2022-04-23 0:00,12772,31966,8636594.09,79226803.65,22442,17561,44738,87863397.73,1963.95,34760
2022-04-24 0:00,13155,31811,10177219.73,90925005.82,21843,17891,44966,101102225.6,2248.41,34891
2022-04-25 0:00,10496,33482,23938651.85,86138473.09,21942,21205,43978,110077125,2503,38119
2022-04-26 0:00,21363,33001,18496798.78,83310787.13,25080,20315,54364,101807585.9,1872.7,40277
2022-04-27 0:00,24527,36512,11013093.84,72194810.73,30889,20548,61039,83207904.57,1363.19,44191
2022-04-28 0:00,28397,31934,21542483.2,73445303.55,31161,18427,60331,94987786.75,1574.44,43475
2022-04-29 0:00,15407,27785,8799962.06,82155862.55,20886,15056,43192,90955824.61,2105.85,32810
2022-04-30 0:00,23749,30387,6416368.27,93209652.7,23207,16150,54136,99626020.96,1840.29,35980
2022-05-01 0:00,78770,42992,367046066,444091295.1,56654,23015,121762,811137361.2,6661.66,70017
2022-05-02 0:00,65555,45511,30699244.31,258736934.2,36911,21836,111066,289436178.5,2605.98,51346
2022-05-03 0:00,48482,38855,14614833.39,132592036.2,32017,19595,87337,147206869.6,1685.5,46185
2022-05-04 0:00,25583,31994,24903269.91,136345881.5,26125,17278,57577,161249151.4,2800.58,39350
2022-05-05 0:00,32781,32392,55654315.94,142783390.2,30234,18072,65173,198437706.1,3044.78,41962
2022-05-06 0:00,26517,30311,18722972.81,105481407,27289,17371,56828,124204379.9,2185.62,38970
2022-05-07 0:00,27225,26813,11074013.81,82994209.62,24735,16024,54038,94068223.43,1740.78,35832
2022-05-08 0:00,19454,21619,5091135.66,52314632.84,17522,13029,41073,57405768.5,1397.65,27807
2022-05-09 0:00,14853,24419,6794993.35,76509677.6,20148,14429,39272,83304670.95,2121.22,30779
2022-05-10 0:00,11574,32307,8254455.15,123006414.2,23390,18198,43881,131260869.4,2991.29,36243
2022-05-11 0:00,6382,24521,8606016.08,69779722.94,14259,12932,30903,78385739.03,2536.51,24305
2022-05-12 0:00,4285,24540,6357511.88,57677724.34,13954,11660,28825,64035236.22,2221.52,23407
2022-05-13 0:00,6237,26541,7423305.03,72031602.32,15849,14558,32778,79454907.35,2424.03,27430
2022-05-14 0:00,7183,24378,3672857.95,61139856.41,14783,13518,31561,64812714.36,2053.57,25118
2022-05-15 0:00,8681,18733,3111160.31,32670638.93,12745,10940,27414,35781799.25,1305.24,21620
2022-05-16 0:00,8222,19638,2710572.75,31361436.64,13440,11261,27860,34072009.38,1222.97,22466
2022-05-17 0:00,6189,21546,2615930.74,32024221.1,13752,11916,27735,34640151.85,1248.97,23206
2022-05-18 0:00,8580,21952,3719994.22,35059806.27,14718,12415,30532,38779800.49,1270.14,24290
2022-05-19 0:00,11882,24018,4033620.83,33583072.22,15695,13675,35900,37616693.05,1047.82,26026
2022-05-20 0:00,17800,31595,3989443.48,44966905.9,22445,16265,49395,48956349.38,991.12,32260
2022-05-21 0:00,20810,32321,3836246.77,30196438.81,21470,17858,53131,34032685.59,640.54,33276
2022-05-22 0:00,13426,29492,2924003.06,32431522.06,20971,15534,42918,35355525.12,823.79,31094
2022-05-23 0:00,8993,22930,2802946.11,31502875.96,14925,12696,31923,34305822.07,1074.64,24630
2022-05-24 0:00,8273,20034,2537223.42,26913974.62,13223,10931,28307,29451198.05,1040.42,21916
2022-05-25 0:00,17606,32417,3542056.65,31806176.77,21041,15695,50023,35348233.42,706.64,30341
2022-05-26 0:00,6485,32201,2642753.64,40515983.46,18342,15935,38686,43158737.1,1115.62,28857
2022-05-27 0:00,6661,24174,2388622.87,31900004.73,15186,13179,30835,34288627.6,1112,24996
2022-05-28 0:00,9973,21022,2681368.91,23860384.34,15245,12092,30995,26541753.25,856.32,24351
2022-05-29 0:00,8340,18980,2586369.29,26095376.9,13367,10992,27320,28681746.19,1049.84,21684
2022-05-30 0:00,6140,17358,1716453,29042000.53,11732,9810,23498,30758453.52,1308.98,19431
2022-05-31 0:00,8031,21977,3358096.98,38484846.31,15248,11996,30008,41842943.3,1394.39,23824
2022-06-01 0:00,4540,21063,2331309.09,38523222.47,12717,11003,25603,40854531.56,1595.69,21240
2022-06-02 0:00,5632,22849,2041866.03,30509155.87,15009,12733,28481,32551021.9,1142.9,24250
2022-06-03 0:00,16971,34019,3060608.82,34497253.17,21849,17201,50990,37557861.99,736.57,32036
2022-06-04 0:00,6087,24342,3383576.9,30745395.46,15048,12863,30429,34128972.37,1121.59,23835
2022-06-05 0:00,15094,22322,2953693.81,28032471.68,17134,12631,37416,30986165.49,828.15,25723
2022-06-06 0:00,6696,24356,3499996.39,32221800.18,15121,13926,31052,35721796.57,1150.39,25330
2022-06-07 0:00,8531,27754,2345518.3,38367765.95,16722,15456,36285,40713284.26,1122.04,27451
2022-06-08 0:00,6044,27189,3979863.63,39928815.79,16327,14372,33233,43908679.43,1321.24,25859
2022-06-09 0:00,5054,20065,2718453.96,31148597.24,12915,10928,25119,33867051.2,1348.26,21383
2022-06-10 0:00,5708,18035,1918149.3,31860500.43,12040,10268,23743,33778649.73,1422.68,20083
2022-06-11 0:00,6247,16371,1691849.64,32587055,11169,9419,22618,34278904.65,1515.56,18800
2022-06-12 0:00,4685,17032,1574502.05,30869343.3,11131,9395,21717,32443845.34,1493.94,18734
2022-06-13 0:00,3674,19736,2486969.85,37014056.4,12144,10638,23410,39501026.25,1687.36,20693
2022-06-14 0:00,4299,22958,1712736.29,38149374.53,13642,11950,27257,39862110.82,1462.45,23001
2022-06-15 0:00,5481,19839,1521775.42,30353339.38,12578,10883,25320,31875114.8,1258.89,21167
2022-06-16 0:00,5177,16623,1386743.14,28303760.22,11509,9971,21800,29690503.36,1361.95,19382
2022-06-17 0:00,5290,17164,1140888.78,25361307.21,11133,10499,22454,26502196,1180.29,19525
2022-06-18 0:00,11008,18073,2732646.19,31164008.94,16784,11592,29081,33896655.13,1165.59,24772
2022-06-19 0:00,6492,17961,1220177.32,36007579.11,11726,11492,24453,37227756.43,1522.42,20924
2022-06-20 0:00,6131,18854,1599574.48,34309501.4,11225,11068,24985,35909075.89,1437.23,20282
2022-06-21 0:00,4802,17993,1176113.27,32788253.35,10142,10049,22795,33964366.62,1489.99,18205
2022-06-22 0:00,5232,20944,1341611.83,33688032.57,10845,11272,26176,35029644.4,1338.24,19802
2022-06-23 0:00,8536,19952,1130358.11,27520157.34,11956,13015,28488,28650515.45,1005.7,22367
2022-06-24 0:00,6333,22149,1606379.83,32493904.08,12431,12619,28482,34100283.91,1197.26,22191
2022-06-25 0:00,14678,20094,2031641,32570242.23,15660,10907,34772,34601883.23,995.11,22683
2022-06-26 0:00,5560,17338,1190109.23,34783709.96,10771,9972,22898,35973819.18,1571.05,18571
2022-06-27 0:00,5479,17092,1377674.14,30774790.18,10855,9526,22571,32152464.32,1424.5,18210
2022-06-28 0:00,6168,17869,1476720.26,36825159.58,11139,9854,24037,38301879.84,1593.46,18873
2022-06-29 0:00,11108,22456,1573457.12,27661625.45,12664,11367,33564,29235082.57,871.02,21147
2022-06-30 0:00,8113,22276,1199521.94,27591254.85,12339,12000,30389,28790776.79,947.41,21739
2022-07-01 0:00,12506,23391,1145421.2,29124905.44,13235,12705,35897,30270326.64,843.26,23214
2022-07-02 0:00,12033,23160,682011.5,24563498.31,13441,12180,35193,25245509.81,717.34,23097
2022-07-03 0:00,30355,22105,2193097.82,32124424.89,16503,11835,52460,34317522.71,654.17,24765
2022-07-04 0:00,34913,26440,2010221.64,27177950.83,17700,13595,61353,29188172.48,475.74,27627
2022-07-05 0:00,23700,25344,1364916.52,26563922.06,15997,13699,49044,27928838.58,569.46,26539
2022-07-06 0:00,19734,25587,1068350.16,28963954.32,16027,13692,45321,30032304.48,662.66,26417
2022-07-07 0:00,13503,30143,1206529.66,32875762.52,14863,16290,43646,34082292.18,777.64,27805
2022-07-08 0:00,12461,28107,1024081.72,30325181.4,14715,14809,40568,31349263.12,772.76,25964
2022-07-09 0:00,12632,22082,1515561.14,31793910.02,13442,11962,34714,33309471.16,959.54,22648
2022-07-10 0:00,12047,18441,899886.66,28401793.15,12817,10834,30488,29301679.81,961.09,21164
2022-07-11 0:00,9256,22236,1303927.73,27565726.54,12838,11755,31492,28869654.26,916.73,21626
2022-07-12 0:00,10301,19897,1608695.63,29612626.08,12553,11286,30198,31221321.71,1026.54,21179
2022-07-13 0:00,11402,22973,2745780.67,31311210.73,13707,13163,34375,34056991.39,986.07,23595
2022-07-14 0:00,10541,24681,823600.87,26221050.44,14781,15728,35222,27044651.31,765.42,27211
2022-07-15 0:00,8774,22462,881010.31,36198686.89,13060,12532,31236,37079697.2,1182.69,22841
2022-07-16 0:00,10430,20870,985732.87,33828136.25,12199,11085,31300,34813869.12,1110.38,20653
2022-07-17 0:00,9145,18797,1228900.7,37931259.05,11374,9864,27942,39160159.75,1398.48,18919
2022-07-18 0:00,8361,20770,1526526.74,36085683.81,12430,10035,29131,37612210.55,1284.57,19989
2022-07-19 0:00,8806,15590,824037.46,23777449.61,11681,8264,24396,24601487.06,1008.01,18016
