DateTime,Number of sales,Active market wallets
2019-11-06 0:00,4841,1047
2019-11-07 0:00,5768,1092
2019-11-08 0:00,4592,1069
2019-11-09 0:00,5066,1095
2019-11-10 0:00,5015,1211
2019-11-11 0:00,3411,1145
2019-11-12 0:00,3724,1135
2019-11-13 0:00,3796,1199
2019-11-14 0:00,2638,1082
2019-11-15 0:00,2989,914
2019-11-16 0:00,3146,1000
2019-11-17 0:00,2701,958
2019-11-18 0:00,3066,974
2019-11-19 0:00,2960,1173
2019-11-20 0:00,3021,1073
2019-11-21 0:00,2591,921
2019-11-22 0:00,12453,1559
2019-11-23 0:00,17474,1703
2019-11-24 0:00,20256,1608
2019-11-25 0:00,10358,1375
2019-11-26 0:00,12258,1382
2019-11-27 0:00,12224,1467
2019-11-28 0:00,10187,1386
2019-11-29 0:00,18280,1477
2019-11-30 0:00,13480,1587
2019-12-01 0:00,16518,1529
2019-12-02 0:00,14097,1448
2019-12-03 0:00,8154,1358
2019-12-04 0:00,7684,1322
2019-12-05 0:00,10252,1512
2019-12-06 0:00,8098,1223
2019-12-07 0:00,9366,1339
2019-12-08 0:00,11020,1423
2019-12-09 0:00,9268,1465
2019-12-10 0:00,7876,1404
2019-12-11 0:00,8058,1332
2019-12-12 0:00,8365,1372
2019-12-13 0:00,5874,1321
2019-12-14 0:00,6284,1392
2019-12-15 0:00,6160,1344
2019-12-16 0:00,4957,1402
2019-12-17 0:00,4019,1289
2019-12-18 0:00,6255,1399
2019-12-19 0:00,6018,1467
2019-12-20 0:00,5063,1432
2019-12-21 0:00,6833,1551
2019-12-22 0:00,8386,1695
2019-12-23 0:00,4583,1572
2019-12-24 0:00,5034,1486
2019-12-25 0:00,5268,1382
2019-12-26 0:00,5601,1436
2019-12-27 0:00,7396,1512
2019-12-28 0:00,6797,1413
2019-12-29 0:00,7633,1562
2019-12-30 0:00,5338,1394
2019-12-31 0:00,5643,1321
2020-01-01 0:00,7474,1339
2020-01-02 0:00,8790,1640
2020-01-03 0:00,8286,1744
2020-01-04 0:00,12052,1829
2020-01-05 0:00,9628,1770
2020-01-06 0:00,5980,1446
2020-01-07 0:00,8082,1520
2020-01-08 0:00,5838,1411
2020-01-09 0:00,7171,1461
2020-01-10 0:00,6027,1385
2020-01-11 0:00,7221,1541
2020-01-12 0:00,8657,1470
2020-01-13 0:00,7598,1544
2020-01-14 0:00,8864,1467
2020-01-15 0:00,6792,1475
2020-01-16 0:00,4513,1282
2020-01-17 0:00,4909,1358
2020-01-18 0:00,7538,1469
2020-01-19 0:00,8403,1514
2020-01-20 0:00,12856,1505
2020-01-21 0:00,9015,1497
2020-01-22 0:00,7963,1541
2020-01-23 0:00,9353,1682
2020-01-24 0:00,16552,1693
2020-01-25 0:00,10738,1543
2020-01-26 0:00,11957,1526
2020-01-27 0:00,9331,1499
2020-01-28 0:00,7730,1550
2020-01-29 0:00,5997,1529
2020-01-30 0:00,4884,1353
2020-01-31 0:00,5221,1329
2020-02-01 0:00,7390,1441
2020-02-02 0:00,6933,1237
2020-02-03 0:00,4384,1463
2020-02-04 0:00,2698,1100
2020-02-05 0:00,3084,1275
2020-02-06 0:00,2678,1056
2020-02-07 0:00,3065,1071
2020-02-08 0:00,9097,1378
2020-02-09 0:00,14292,1383
2020-02-10 0:00,5635,1330
2020-02-11 0:00,10914,1883
2020-02-12 0:00,4778,1473
2020-02-13 0:00,5172,1711
2020-02-14 0:00,4146,1503
2020-02-15 0:00,4477,1400
2020-02-16 0:00,3528,1390
2020-02-17 0:00,5056,1560
2020-02-18 0:00,4109,1739
2020-02-19 0:00,4037,1778
2020-02-20 0:00,4644,2052
2020-02-21 0:00,5621,1934
2020-02-22 0:00,6188,1906
2020-02-23 0:00,6481,1953
2020-02-24 0:00,6569,1874
2020-02-25 0:00,5200,1751
2020-02-26 0:00,5140,1727
2020-02-27 0:00,6036,1769
2020-02-28 0:00,6930,2729
2020-02-29 0:00,9272,2186
2020-03-01 0:00,7928,1732
2020-03-02 0:00,11474,1646
2020-03-03 0:00,4733,1679
2020-03-04 0:00,4759,1639
2020-03-05 0:00,4306,1605
2020-03-06 0:00,4878,1589
2020-03-07 0:00,7083,1557
2020-03-08 0:00,4166,1484
2020-03-09 0:00,3456,1420
2020-03-10 0:00,5895,1471
2020-03-11 0:00,8434,1396
2020-03-12 0:00,3452,732
2020-03-13 0:00,2394,1078
2020-03-14 0:00,5092,1379
2020-03-15 0:00,5915,1363
2020-03-16 0:00,6205,949
2020-03-17 0:00,7297,1231
2020-03-18 0:00,9546,1507
2020-03-19 0:00,6316,1256
2020-03-20 0:00,5615,1339
2020-03-21 0:00,6240,1439
2020-03-22 0:00,5566,1432
2020-03-23 0:00,4962,1419
2020-03-24 0:00,3761,1513
2020-03-25 0:00,3236,1270
2020-03-26 0:00,5601,1444
2020-03-27 0:00,4919,1453
2020-03-28 0:00,8488,1626
2020-03-29 0:00,5621,1473
2020-03-30 0:00,4962,1486
2020-03-31 0:00,16849,2002
2020-04-01 0:00,6667,1443
2020-04-02 0:00,3830,1402
2020-04-03 0:00,7155,1459
2020-04-04 0:00,10663,1422
2020-04-05 0:00,5823,1419
2020-04-06 0:00,6759,1287
2020-04-07 0:00,4067,1290
2020-04-08 0:00,3640,1351
2020-04-09 0:00,4041,1373
2020-04-10 0:00,4018,1393
2020-04-11 0:00,7427,1599
2020-04-12 0:00,6914,1605
2020-04-13 0:00,5272,1462
2020-04-14 0:00,8852,1460
2020-04-15 0:00,5115,1482
2020-04-16 0:00,3356,1454
2020-04-17 0:00,4067,1549
2020-04-18 0:00,4928,1481
2020-04-19 0:00,5264,1584
2020-04-20 0:00,3143,1292
2020-04-21 0:00,4148,1333
2020-04-22 0:00,3736,1441
2020-04-23 0:00,3857,1369
2020-04-24 0:00,3326,1360
2020-04-25 0:00,4715,1513
2020-04-26 0:00,4469,1360
2020-04-27 0:00,4483,1284
2020-04-28 0:00,4125,1406
2020-04-29 0:00,2729,1115
2020-04-30 0:00,2287,1045
2020-05-01 0:00,4041,1397
2020-05-02 0:00,3774,1478
2020-05-03 0:00,5235,1442
2020-05-04 0:00,3266,1232
2020-05-05 0:00,2895,1373
2020-05-06 0:00,2334,1190
2020-05-07 0:00,1986,1105
2020-05-08 0:00,2589,1192
2020-05-09 0:00,3309,1222
2020-05-10 0:00,2548,1118
2020-05-11 0:00,2628,1106
2020-05-12 0:00,2445,1063
2020-05-13 0:00,2367,1052
2020-05-14 0:00,2052,995
2020-05-15 0:00,2686,1212
2020-05-16 0:00,3377,1338
2020-05-17 0:00,3569,1356
2020-05-18 0:00,2431,1212
2020-05-19 0:00,2292,1141
2020-05-20 0:00,2544,1232
2020-05-21 0:00,2325,1048
2020-05-22 0:00,2555,1252
2020-05-23 0:00,4856,1753
2020-05-24 0:00,4360,1477
2020-05-25 0:00,3402,1303
2020-05-26 0:00,2987,1189
2020-05-27 0:00,2829,1058
2020-05-28 0:00,2653,1050
2020-05-29 0:00,2668,1260
2020-05-30 0:00,2330,1092
2020-05-31 0:00,1863,1156
2020-06-01 0:00,1749,996
2020-06-02 0:00,1421,954
2020-06-03 0:00,1586,1018
2020-06-04 0:00,3300,1131
2020-06-05 0:00,2271,1172
2020-06-06 0:00,2997,1142
2020-06-07 0:00,2242,975
2020-06-08 0:00,1970,976
2020-06-09 0:00,1759,948
2020-06-10 0:00,1745,855
2020-06-11 0:00,3221,1097
2020-06-12 0:00,2238,951
2020-06-13 0:00,2324,1066
2020-06-14 0:00,3152,1240
2020-06-15 0:00,2086,906
2020-06-16 0:00,2675,1034
2020-06-17 0:00,1525,913
2020-06-18 0:00,1871,959
2020-06-19 0:00,1592,945
2020-06-20 0:00,2782,1039
2020-06-21 0:00,2947,1096
2020-06-22 0:00,1726,937
2020-06-23 0:00,3345,1024
2020-06-24 0:00,1698,825
2020-06-25 0:00,2696,900
2020-06-26 0:00,1847,879
2020-06-27 0:00,2076,880
2020-06-28 0:00,1563,896
2020-06-29 0:00,1460,941
2020-06-30 0:00,3100,971
2020-07-01 0:00,1891,940
2020-07-02 0:00,2293,988
2020-07-03 0:00,1946,909
2020-07-04 0:00,3254,1041
2020-07-05 0:00,2498,938
2020-07-06 0:00,2025,1015
2020-07-07 0:00,2057,1048
2020-07-08 0:00,2519,1108
2020-07-09 0:00,2925,1196
2020-07-10 0:00,2904,1145
2020-07-11 0:00,4117,1214
2020-07-12 0:00,3046,1163
2020-07-13 0:00,1675,933
2020-07-14 0:00,1765,1026
2020-07-15 0:00,1866,978
2020-07-16 0:00,2030,990
2020-07-17 0:00,1639,891
2020-07-18 0:00,2114,944
2020-07-19 0:00,1447,864
2020-07-20 0:00,1385,832
2020-07-21 0:00,1576,924
2020-07-22 0:00,1502,892
2020-07-23 0:00,1435,859
2020-07-24 0:00,1599,847
2020-07-25 0:00,1741,856
2020-07-26 0:00,1395,802
2020-07-27 0:00,1029,701
2020-07-28 0:00,1164,811
2020-07-29 0:00,1142,767
2020-07-30 0:00,1458,807
2020-07-31 0:00,1115,759
2020-08-01 0:00,1247,806
2020-08-02 0:00,1332,853
2020-08-03 0:00,1147,775
2020-08-04 0:00,5348,1147
2020-08-05 0:00,1994,975
2020-08-06 0:00,1685,956
2020-08-07 0:00,1511,951
2020-08-08 0:00,1790,915
2020-08-09 0:00,1293,851
2020-08-10 0:00,882,644
2020-08-11 0:00,813,685
2020-08-12 0:00,354,334
2020-08-13 0:00,1038,615
2020-08-14 0:00,1004,680
2020-08-15 0:00,981,751
2020-08-16 0:00,1249,758
2020-08-17 0:00,889,682
2020-08-18 0:00,1106,684
2020-08-19 0:00,995,671
2020-08-20 0:00,1281,755
2020-08-21 0:00,903,663
2020-08-22 0:00,1051,706
2020-08-23 0:00,1349,792
2020-08-24 0:00,1008,760
2020-08-25 0:00,1259,840
2020-08-26 0:00,1194,847
2020-08-27 0:00,1333,958
2020-08-28 0:00,1436,1033
2020-08-29 0:00,3244,1700
2020-08-30 0:00,2554,1489
2020-08-31 0:00,1289,873
2020-09-01 0:00,239,281
2020-09-02 0:00,717,489
2020-09-03 0:00,1184,636
2020-09-04 0:00,1527,917
2020-09-05 0:00,1179,683
2020-09-06 0:00,1569,1017
2020-09-07 0:00,1670,990
2020-09-08 0:00,1436,1032
2020-09-09 0:00,1474,990
2020-09-10 0:00,1243,896
2020-09-11 0:00,1396,952
2020-09-12 0:00,1371,1001
2020-09-13 0:00,1615,997
2020-09-14 0:00,1293,841
2020-09-15 0:00,3023,1391
2020-09-16 0:00,2721,1289
2020-09-17 0:00,1510,665
2020-09-18 0:00,3235,1277
2020-09-19 0:00,1867,1310
2020-09-20 0:00,2338,1378
2020-09-21 0:00,1788,1276
2020-09-22 0:00,5732,2041
2020-09-23 0:00,9758,3366
2020-09-24 0:00,5087,2298
2020-09-25 0:00,5322,2365
2020-09-26 0:00,3893,2285
2020-09-27 0:00,4014,2283
2020-09-28 0:00,3525,2113
2020-09-29 0:00,2813,1834
2020-09-30 0:00,2546,1636
2020-10-01 0:00,2312,1591
2020-10-02 0:00,2451,1567
2020-10-03 0:00,2915,1832
2020-10-04 0:00,2604,1697
2020-10-05 0:00,2441,1700
2020-10-06 0:00,3260,1771
2020-10-07 0:00,2641,1771
2020-10-08 0:00,2523,1667
2020-10-09 0:00,2642,1755
2020-10-10 0:00,2470,1632
2020-10-11 0:00,2872,1907
2020-10-12 0:00,2368,1562
2020-10-13 0:00,2418,1689
2020-10-14 0:00,2700,1742
2020-10-15 0:00,2667,1771
2020-10-16 0:00,2399,1606
2020-10-17 0:00,3388,1850
2020-10-18 0:00,3129,1864
2020-10-19 0:00,2673,1679
2020-10-20 0:00,2175,1566
2020-10-21 0:00,1970,1502
2020-10-22 0:00,2085,1523
2020-10-23 0:00,3026,1651
2020-10-24 0:00,4693,1967
2020-10-25 0:00,5529,1823
2020-10-26 0:00,3713,1869
2020-10-27 0:00,4131,2010
2020-10-28 0:00,3177,1771
2020-10-29 0:00,3492,1865
2020-10-30 0:00,3584,1968
2020-10-31 0:00,4725,2067
2020-11-01 0:00,3076,1904
2020-11-02 0:00,2428,1596
2020-11-03 0:00,2566,1751
2020-11-04 0:00,2644,1719
2020-11-05 0:00,2460,1694
2020-11-06 0:00,2234,1599
2020-11-07 0:00,2645,1623
2020-11-08 0:00,3649,1943
2020-11-09 0:00,2756,1730
2020-11-10 0:00,3046,2100
2020-11-11 0:00,3080,2061
2020-11-12 0:00,16982,2899
2020-11-13 0:00,3388,1973
2020-11-14 0:00,4109,2196
2020-11-15 0:00,3883,2265
2020-11-16 0:00,3108,2008
2020-11-17 0:00,2417,1746
2020-11-18 0:00,2575,1790
2020-11-19 0:00,3133,2108
2020-11-20 0:00,2419,1732
2020-11-21 0:00,2451,1666
2020-11-22 0:00,2593,1733
2020-11-23 0:00,1874,1393
2020-11-24 0:00,1678,1344
2020-11-25 0:00,2180,1604
2020-11-26 0:00,1927,1403
2020-11-27 0:00,4557,2038
2020-11-28 0:00,4229,2218
2020-11-29 0:00,3574,2155
2020-11-30 0:00,1802,1363
2020-12-01 0:00,2161,1514
2020-12-02 0:00,2917,1813
2020-12-03 0:00,2518,1737
2020-12-04 0:00,3018,1841
2020-12-05 0:00,3436,1902
2020-12-06 0:00,3740,2053
2020-12-07 0:00,2809,1779
2020-12-08 0:00,2474,1838
2020-12-09 0:00,2220,1686
2020-12-10 0:00,2754,1878
2020-12-11 0:00,8251,2603
2020-12-12 0:00,3912,2250
2020-12-13 0:00,3175,2159
2020-12-14 0:00,2567,1754
2020-12-15 0:00,2161,1652
2020-12-16 0:00,1896,1587
2020-12-17 0:00,1255,1055
2020-12-18 0:00,2466,1857
2020-12-19 0:00,2835,1793
2020-12-20 0:00,3199,2145
2020-12-21 0:00,2218,1653
2020-12-22 0:00,2865,1895
2020-12-23 0:00,2085,1678
2020-12-24 0:00,2480,1707
2020-12-25 0:00,1953,1464
2020-12-26 0:00,2299,1581
2020-12-27 0:00,2254,1473
2020-12-28 0:00,1709,1345
2020-12-29 0:00,1887,1451
2020-12-30 0:00,1611,1289
2020-12-31 0:00,1712,1344
2021-01-01 0:00,3587,1973
2021-01-02 0:00,2192,1527
2021-01-03 0:00,1213,1096
2021-01-04 0:00,1413,1067
2021-01-05 0:00,1483,1151
2021-01-06 0:00,1624,1149
2021-01-07 0:00,1319,1130
2021-01-08 0:00,2141,1363
2021-01-09 0:00,1953,1448
2021-01-10 0:00,1829,1348
2021-01-11 0:00,1302,1037
2021-01-12 0:00,1689,1391
2021-01-13 0:00,2477,1627
2021-01-14 0:00,2776,1639
2021-01-15 0:00,2470,1458
2021-01-16 0:00,3427,1473
2021-01-17 0:00,2017,1479
2021-01-18 0:00,2026,1558
2021-01-19 0:00,1627,1361
2021-01-20 0:00,2222,1610
2021-01-21 0:00,2236,1506
2021-01-22 0:00,2300,1525
2021-01-23 0:00,2199,1637
2021-01-24 0:00,2383,1893
2021-01-25 0:00,1836,1522
2021-01-26 0:00,3049,1922
2021-01-27 0:00,2265,1745
2021-01-28 0:00,1619,1339
2021-01-29 0:00,2958,1576
2021-01-30 0:00,6294,2477
2021-01-31 0:00,8315,3087
2021-02-01 0:00,5601,2814
2021-02-02 0:00,3710,2321
2021-02-03 0:00,2357,1715
2021-02-04 0:00,1922,1581
2021-02-05 0:00,1537,1315
2021-02-06 0:00,2956,1942
2021-02-07 0:00,2471,1681
2021-02-08 0:00,1762,1428
2021-02-09 0:00,1487,1439
2021-02-10 0:00,1056,1081
2021-02-11 0:00,3593,2401
2021-02-12 0:00,2997,2046
2021-02-13 0:00,3215,2140
2021-02-14 0:00,3594,2598
2021-02-15 0:00,3523,2590
2021-02-16 0:00,4738,3359
2021-02-17 0:00,4097,3104
2021-02-18 0:00,3534,2790
2021-02-19 0:00,3770,2584
2021-02-20 0:00,3300,2510
2021-02-21 0:00,5996,3780
2021-02-22 0:00,3706,3001
2021-02-23 0:00,2489,1912
2021-02-24 0:00,5311,3651
2021-02-25 0:00,5558,4184
2021-02-26 0:00,8412,5001
2021-02-27 0:00,11663,6131
2021-02-28 0:00,6523,4836
2021-03-01 0:00,13635,5224
2021-03-02 0:00,9591,5870
2021-03-03 0:00,6704,5088
2021-03-04 0:00,6589,5185
2021-03-05 0:00,8054,5521
2021-03-06 0:00,7423,5432
2021-03-07 0:00,9961,5077
2021-03-08 0:00,10106,5434
2021-03-09 0:00,8412,5291
2021-03-10 0:00,11986,5958
2021-03-11 0:00,7866,5443
2021-03-12 0:00,7288,5355
2021-03-13 0:00,11122,6837
2021-03-14 0:00,9248,6905
2021-03-15 0:00,7328,6088
2021-03-16 0:00,9174,6377
2021-03-17 0:00,9574,6891
2021-03-18 0:00,10000,6457
2021-03-19 0:00,10123,6266
2021-03-20 0:00,9167,6574
2021-03-21 0:00,13443,7010
2021-03-22 0:00,7442,5374
2021-03-23 0:00,7238,5176
2021-03-24 0:00,5327,4274
2021-03-25 0:00,5148,4327
2021-03-26 0:00,8383,4648
2021-03-27 0:00,7143,4847
2021-03-28 0:00,6843,4929
2021-03-29 0:00,6341,4750
2021-03-30 0:00,5193,4309
2021-03-31 0:00,4548,3854
2021-04-01 0:00,4605,3931
2021-04-02 0:00,3954,3192
2021-04-03 0:00,5639,4348
2021-04-04 0:00,6485,4877
2021-04-05 0:00,5557,4360
2021-04-06 0:00,4741,4034
2021-04-07 0:00,8439,4866
2021-04-08 0:00,6218,4667
2021-04-09 0:00,6110,4631
2021-04-10 0:00,6759,4879
2021-04-11 0:00,7148,5024
2021-04-12 0:00,5409,4348
2021-04-13 0:00,5446,4275
2021-04-14 0:00,7334,4472
2021-04-15 0:00,5166,3760
2021-04-16 0:00,5397,4168
2021-04-17 0:00,5735,3863
2021-04-18 0:00,4966,3571
2021-04-19 0:00,3790,2841
2021-04-20 0:00,2766,2132
2021-04-21 0:00,3804,3508
2021-04-22 0:00,5332,3808
2021-04-23 0:00,5913,4313
2021-04-24 0:00,5373,3945
2021-04-25 0:00,5791,4360
2021-04-26 0:00,5865,3828
2021-04-27 0:00,7503,4275
2021-04-28 0:00,5933,3810
2021-04-29 0:00,5447,3932
2021-04-30 0:00,6873,4974
2021-05-01 0:00,17365,5967
2021-05-02 0:00,8133,5574
2021-05-03 0:00,16380,7718
2021-05-04 0:00,8395,5940
2021-05-05 0:00,7024,5195
2021-05-06 0:00,6821,4840
2021-05-07 0:00,6396,5129
2021-05-08 0:00,4212,3127
2021-05-09 0:00,5100,3913
2021-05-10 0:00,2496,2177
2021-05-11 0:00,5026,2954
2021-05-12 0:00,6134,4660
2021-05-13 0:00,9337,5732
2021-05-14 0:00,8553,5945
2021-05-15 0:00,8303,5713
2021-05-16 0:00,8856,5448
2021-05-17 0:00,7818,5026
2021-05-18 0:00,8341,5457
2021-05-19 0:00,6325,4121
2021-05-20 0:00,9210,5547
2021-05-21 0:00,9525,6055
2021-05-22 0:00,14143,8531
2021-05-23 0:00,13166,8956
2021-05-24 0:00,9991,6667
2021-05-25 0:00,10493,7117
2021-05-26 0:00,9844,6251
2021-05-27 0:00,12081,7653
2021-05-28 0:00,12407,7589
2021-05-29 0:00,13112,7929
2021-05-30 0:00,13735,8662
2021-05-31 0:00,16543,8171
2021-06-01 0:00,18424,8646
2021-06-02 0:00,13154,7792
2021-06-03 0:00,12443,7470
2021-06-04 0:00,14276,8181
2021-06-05 0:00,14083,8182
2021-06-06 0:00,14427,8388
2021-06-07 0:00,13926,8490
2021-06-08 0:00,15404,8914
2021-06-09 0:00,16199,9025
2021-06-10 0:00,17527,9443
2021-06-11 0:00,25424,11040
2021-06-12 0:00,17498,9140
2021-06-13 0:00,17816,9702
2021-06-14 0:00,20701,10154
2021-06-15 0:00,27664,11806
2021-06-16 0:00,20524,11359
2021-06-17 0:00,20674,11009
2021-06-18 0:00,32567,13480
2021-06-19 0:00,34101,13014
2021-06-20 0:00,40168,14631
2021-06-21 0:00,38629,15028
2021-06-22 0:00,23510,13546
2021-06-23 0:00,22794,13387
2021-06-24 0:00,28434,14759
2021-06-25 0:00,34550,15813
2021-06-26 0:00,33471,16530
2021-06-27 0:00,59676,18402
2021-06-28 0:00,35194,17746
2021-06-29 0:00,44271,18841
2021-06-30 0:00,68256,22332
2021-07-01 0:00,51670,21287
2021-07-02 0:00,38832,19966
2021-07-03 0:00,44341,21156
2021-07-04 0:00,39403,21082
2021-07-05 0:00,45341,21298
2021-07-06 0:00,41275,22275
2021-07-07 0:00,42408,24031
2021-07-08 0:00,53444,26150
2021-07-09 0:00,41185,24796
2021-07-10 0:00,40943,24334
2021-07-11 0:00,38984,22367
2021-07-12 0:00,28334,19739
2021-07-13 0:00,34111,22452
2021-07-14 0:00,40134,24709
2021-07-15 0:00,85049,35011
2021-07-16 0:00,90774,34672
2021-07-17 0:00,65418,30756
2021-07-18 0:00,51412,26689
2021-07-19 0:00,55920,28494
2021-07-20 0:00,64717,30639
2021-07-21 0:00,54291,29195
2021-07-22 0:00,62706,32965
2021-07-23 0:00,86458,38924
2021-07-24 0:00,72478,33536
2021-07-25 0:00,80038,33857
2021-07-26 0:00,66001,27248
2021-07-27 0:00,70958,27481
2021-07-28 0:00,95586,32632
2021-07-29 0:00,109354,35868
2021-07-30 0:00,109497,35131
2021-07-31 0:00,112990,36030
2021-08-01 0:00,108403,36804
2021-08-02 0:00,114371,38445
2021-08-03 0:00,134405,45808
2021-08-04 0:00,125024,44773
2021-08-05 0:00,144848,48650
2021-08-06 0:00,171549,52657
2021-08-07 0:00,178252,49490
2021-08-08 0:00,190298,51517
2021-08-09 0:00,203000,58429
2021-08-10 0:00,179170,58943
2021-08-11 0:00,170649,60460
2021-08-12 0:00,161119,59578
2021-08-13 0:00,162842,57199
2021-08-14 0:00,153278,58421
2021-08-15 0:00,179986,62137
2021-08-16 0:00,176321,63664
2021-08-17 0:00,168696,63746
2021-08-18 0:00,141916,58819
2021-08-19 0:00,140668,58886
2021-08-20 0:00,140888,59055
2021-08-21 0:00,172471,61367
2021-08-22 0:00,142636,60382
2021-08-23 0:00,142696,60509
2021-08-24 0:00,162147,65963
2021-08-25 0:00,152848,65664
2021-08-26 0:00,182170,68720
2021-08-27 0:00,209445,69043
2021-08-28 0:00,178978,70109
2021-08-29 0:00,184185,71662
2021-08-30 0:00,162944,70748
2021-08-31 0:00,177071,65770
2021-09-01 0:00,157832,61582
2021-09-02 0:00,129782,55908
2021-09-03 0:00,134408,58013
2021-09-04 0:00,144185,65981
2021-09-05 0:00,156714,65313
2021-09-06 0:00,161538,65524
2021-09-07 0:00,147452,62936
2021-09-08 0:00,144634,60329
2021-09-09 0:00,166701,65409
2021-09-10 0:00,138914,60450
2021-09-11 0:00,157442,60239
2021-09-12 0:00,157939,61589
2021-09-13 0:00,135850,56987
2021-09-14 0:00,143867,58589
2021-09-15 0:00,168970,63957
2021-09-16 0:00,154797,64623
2021-09-17 0:00,155389,60805
2021-09-18 0:00,182152,67899
2021-09-19 0:00,144348,64214
2021-09-20 0:00,154527,60894
2021-09-21 0:00,151479,61340
2021-09-22 0:00,149925,62321
2021-09-23 0:00,173980,83194
2021-09-24 0:00,180804,86284
2021-09-25 0:00,176620,79237
2021-09-26 0:00,175802,72103
2021-09-27 0:00,180536,73684
2021-09-28 0:00,149862,73721
2021-09-29 0:00,164616,75794
2021-09-30 0:00,156626,69203
2021-10-01 0:00,178343,76371
2021-10-02 0:00,167048,74621
2021-10-03 0:00,164837,75955
2021-10-04 0:00,193872,90374
2021-10-05 0:00,154361,85114
2021-10-06 0:00,153261,77845
2021-10-07 0:00,177616,77968
2021-10-08 0:00,185039,80891
2021-10-09 0:00,151233,73698
2021-10-10 0:00,166142,74197
2021-10-11 0:00,164521,73137
2021-10-12 0:00,168986,74157
2021-10-13 0:00,176035,77742
2021-10-14 0:00,141480,67037
2021-10-15 0:00,129416,69338
2021-10-16 0:00,157187,75534
2021-10-17 0:00,163539,75478
2021-10-18 0:00,184184,74937
2021-10-19 0:00,139689,67256
2021-10-20 0:00,145437,68815
2021-10-21 0:00,149293,72208
2021-10-22 0:00,168651,72939
2021-10-23 0:00,164819,73464
2021-10-24 0:00,132805,64673
2021-10-25 0:00,136460,67212
2021-10-26 0:00,135145,64182
2021-10-27 0:00,132694,64251
2021-10-28 0:00,126266,60531
2021-10-29 0:00,123284,63514
2021-10-30 0:00,117270,62627
2021-10-31 0:00,122729,66073
2021-11-01 0:00,119448,67046
2021-11-02 0:00,146436,78646
2021-11-03 0:00,148292,75762
2021-11-04 0:00,156509,103018
2021-11-05 0:00,204119,118220
2021-11-06 0:00,182938,99486
2021-11-07 0:00,170627,94414
2021-11-08 0:00,182256,88515
2021-11-09 0:00,160885,85854
2021-11-10 0:00,179708,102785
2021-11-11 0:00,176858,95683
2021-11-12 0:00,158456,88927
2021-11-13 0:00,178662,94516
2021-11-14 0:00,156227,90475
2021-11-15 0:00,120223,79334
2021-11-16 0:00,117673,84052
2021-11-17 0:00,152124,87720
2021-11-18 0:00,194178,100223
2021-11-19 0:00,186469,98320
2021-11-20 0:00,185701,94523
2021-11-21 0:00,162893,87741
2021-11-22 0:00,188702,95254
2021-11-23 0:00,175248,87344
2021-11-24 0:00,176612,89724
2021-11-25 0:00,165336,85633
2021-11-26 0:00,144891,79096
2021-11-27 0:00,157622,81238
2021-11-28 0:00,178233,83840
2021-11-29 0:00,168095,84055
2021-11-30 0:00,161655,83236
2021-12-01 0:00,145002,80756
2021-12-02 0:00,155250,82727
2021-12-03 0:00,131847,75274
2021-12-04 0:00,158957,77193
2021-12-05 0:00,144202,76043
2021-12-06 0:00,137830,69430
2021-12-07 0:00,135705,72373
2021-12-08 0:00,179805,84796
2021-12-09 0:00,105613,72260
2021-12-10 0:00,110700,69242
2021-12-11 0:00,122086,77230
2021-12-12 0:00,110946,72065
2021-12-13 0:00,104428,71662
2021-12-14 0:00,100605,73333
2021-12-15 0:00,103816,73246
2021-12-16 0:00,98755,74383
2021-12-17 0:00,94374,69598
2021-12-18 0:00,92572,65261
2021-12-19 0:00,85001,61177
2021-12-20 0:00,89351,62221
2021-12-21 0:00,79239,60973
2021-12-22 0:00,95876,65181
2021-12-23 0:00,96972,70904
2021-12-24 0:00,82017,61698
2021-12-25 0:00,62130,50778
2021-12-26 0:00,87658,64026
2021-12-27 0:00,91309,67716
2021-12-28 0:00,94395,72510
2021-12-29 0:00,82350,65157
2021-12-30 0:00,111754,74395
2021-12-31 0:00,81643,63525
2022-01-01 0:00,72965,60926
2022-01-02 0:00,83710,71114
2022-01-03 0:00,86851,70426
2022-01-04 0:00,102158,75832
2022-01-05 0:00,116601,79889
2022-01-06 0:00,107543,74005
2022-01-07 0:00,107851,72719
2022-01-08 0:00,108264,74615
2022-01-09 0:00,116247,81024
2022-01-10 0:00,83205,62759
2022-01-11 0:00,107844,71994
2022-01-12 0:00,103411,73040
2022-01-13 0:00,117294,78049
2022-01-14 0:00,104073,75254
2022-01-15 0:00,120034,80032
2022-01-16 0:00,158285,98898
2022-01-17 0:00,120868,90230
2022-01-18 0:00,100182,80773
2022-01-19 0:00,138698,91893
2022-01-20 0:00,154562,110724
2022-01-21 0:00,108818,83603
2022-01-22 0:00,82923,68115
2022-01-23 0:00,102808,71245
2022-01-24 0:00,97137,68049
2022-01-25 0:00,111193,78971
2022-01-26 0:00,112944,77783
2022-01-27 0:00,119414,75710
2022-01-28 0:00,100540,76360
2022-01-29 0:00,115498,75180
2022-01-30 0:00,112812,78140
2022-01-31 0:00,103012,78557
2022-02-01 0:00,118738,84685
2022-02-02 0:00,119128,86979
2022-02-03 0:00,108990,81536
2022-02-04 0:00,107801,80276
2022-02-05 0:00,80280,63498
2022-02-06 0:00,98296,66890
2022-02-07 0:00,107935,82513
2022-02-08 0:00,108554,87439
2022-02-09 0:00,115957,90911
2022-02-10 0:00,114034,93339
