"DateTime","Primary sales USD","Secondary sales USD"
"2017-11-16 00:00:00",0,0
"2017-11-17 00:00:00",0,0
"2017-11-18 00:00:00",0,0
"2017-11-19 00:00:00",35.34,0
"2017-11-20 00:00:00",146.31,0
"2017-11-21 00:00:00",234.08,1.83
"2017-11-22 00:00:00",465.68,61.23
"2017-11-23 00:00:00",1599.89,706.56
"2017-11-24 00:00:00",1506.86,3492.29
"2017-11-25 00:00:00",935.26,948.74
"2017-11-26 00:00:00",1203.62,753.91
"2017-11-27 00:00:00",592.48,1309.85
"2017-11-28 00:00:00",1408.6,2918.53
"2017-11-29 00:00:00",14763.11,12277.07
"2017-11-30 00:00:00",8599.6,12465.4
"2017-12-01 00:00:00",18332.92,15138.68
"2017-12-02 00:00:00",206575.62,51926.02
"2017-12-03 00:00:00",614956.4,397866.67
"2017-12-04 00:00:00",445456.24,1877758.22
"2017-12-05 00:00:00",582325.79,1618290.61
"2017-12-06 00:00:00",395185.44,1446143.79
"2017-12-07 00:00:00",246197.92,1436987.42
"2017-12-08 00:00:00",356669.53,1676460.07
"2017-12-09 00:00:00",650263,1095872.81
"2017-12-10 00:00:00",458105.9,873339.57
"2017-12-11 00:00:00",369334.39,719821.42
"2017-12-12 00:00:00",314403.08,485316.8
"2017-12-13 00:00:00",210582.53,394851.04
"2017-12-14 00:00:00",216489.49,371402.78
"2017-12-15 00:00:00",212728.71,224999.27
"2017-12-16 00:00:00",140615.03,339427.3
"2017-12-17 00:00:00",161489.95,241175.69
"2017-12-18 00:00:00",132996.03,177872.91
"2017-12-19 00:00:00",123091.84,110128.59
"2017-12-20 00:00:00",73118.47,188294.85
"2017-12-21 00:00:00",72924.02,125574.59
"2017-12-22 00:00:00",58284.07,92651.6
"2017-12-23 00:00:00",75329.79,72783.65
"2017-12-24 00:00:00",67253.79,61696.78
"2017-12-25 00:00:00",57337.32,61271.1
"2017-12-26 00:00:00",49660.27,67452.99
"2017-12-27 00:00:00",53920.34,59394.6
"2017-12-28 00:00:00",63043.5,52795.05
"2017-12-29 00:00:00",65614.99,45259.17
"2017-12-30 00:00:00",42743.37,36721.24
"2017-12-31 00:00:00",57028.49,43489.71
"2018-01-01 00:00:00",40241.67,70477.03
"2018-01-02 00:00:00",62931.28,40545.55
"2018-01-03 00:00:00",33927.28,22449.07
"2018-01-04 00:00:00",33685.08,24711.03
"2018-01-05 00:00:00",27561.59,14648.51
"2018-01-06 00:00:00",34419.03,47757.61
"2018-01-07 00:00:00",37743.22,25065.33
"2018-01-08 00:00:00",32074.97,24943.37
"2018-01-09 00:00:00",33328.18,22787.74
"2018-01-10 00:00:00",39695.68,12627.13
"2018-01-11 00:00:00",32088.1,19707.23
"2018-01-12 00:00:00",30970.21,30299.67
"2018-01-13 00:00:00",33058.5,27997.08
"2018-01-14 00:00:00",47824.97,32323.44
"2018-01-15 00:00:00",30236.18,19193.34
"2018-01-16 00:00:00",23423.12,31445.96
"2018-01-17 00:00:00",26447.6,18378.78
"2018-01-18 00:00:00",27479.68,23520.62
"2018-01-19 00:00:00",33320.92,39833.73
"2018-01-20 00:00:00",44884.05,109924.71
"2018-01-21 00:00:00",44620.03,18794.38
"2018-01-22 00:00:00",50222.2,16886.29
"2018-01-23 00:00:00",57485.28,21628.01
"2018-01-24 00:00:00",29184.39,21213.74
"2018-01-25 00:00:00",27262.94,14550.64
"2018-01-26 00:00:00",34593.28,22733.03
"2018-01-27 00:00:00",32520.85,21875.33
"2018-01-28 00:00:00",30024.44,43776.42
"2018-01-29 00:00:00",26329.2,21355.92
"2018-01-30 00:00:00",30402.57,26514.69
"2018-01-31 00:00:00",42676.88,68978.24
"2018-02-01 00:00:00",29011.01,11298.43
"2018-02-02 00:00:00",28717.73,26536.29
"2018-02-03 00:00:00",20488.57,15842.57
"2018-02-04 00:00:00",19484.37,12153.89
"2018-02-05 00:00:00",16227.83,13143.21
"2018-02-06 00:00:00",19174.16,16031.81
"2018-02-07 00:00:00",20715.26,14822.62
"2018-02-08 00:00:00",18649.36,14495.81
"2018-02-09 00:00:00",22252.07,25286.91
"2018-02-10 00:00:00",20738.84,46827.65
"2018-02-11 00:00:00",29482.29,33640.87
"2018-02-12 00:00:00",30542.27,25765.31
"2018-02-13 00:00:00",39474.81,53408.83
"2018-02-14 00:00:00",60521.6,319590.89
"2018-02-15 00:00:00",105396.76,653676.65
"2018-02-16 00:00:00",82830.03,85921.18
"2018-02-17 00:00:00",62137.91,98472.2
"2018-02-18 00:00:00",64260.05,106637.37
"2018-02-19 00:00:00",64241.56,127816.7
"2018-02-20 00:00:00",71892.48,193642.75
"2018-02-21 00:00:00",52812,38370.47
"2018-02-22 00:00:00",46131.94,31904.93
"2018-02-23 00:00:00",53263.41,62309.29
"2018-02-24 00:00:00",76716.95,90404.92
"2018-02-25 00:00:00",81217.75,38878.92
"2018-02-26 00:00:00",77995.58,51667.4
"2018-02-27 00:00:00",63681.61,99134.56
"2018-02-28 00:00:00",77698.33,44531.78
"2018-03-01 00:00:00",60662.23,32624.26
"2018-03-02 00:00:00",50507.01,26397.81
"2018-03-03 00:00:00",56189,27207.21
"2018-03-04 00:00:00",170883.45,42946.95
"2018-03-05 00:00:00",69907.99,64373.73
"2018-03-06 00:00:00",70132.28,49208.31
"2018-03-07 00:00:00",69366.89,95296.65
"2018-03-08 00:00:00",60411.47,39432.71
"2018-03-09 00:00:00",57949.33,31095.69
"2018-03-10 00:00:00",77405.45,19045.2
"2018-03-11 00:00:00",47456.41,17294.27
"2018-03-12 00:00:00",43508.28,25330.83
"2018-03-13 00:00:00",47285.2,15274.75
"2018-03-14 00:00:00",33709.87,22112.73
"2018-03-15 00:00:00",26670.09,13023.58
"2018-03-16 00:00:00",25684.83,20347.9
"2018-03-17 00:00:00",27442.51,22751.89
"2018-03-18 00:00:00",28331.56,10989.34
"2018-03-19 00:00:00",24332.84,27744.93
"2018-03-20 00:00:00",23224.63,192533.21
"2018-03-21 00:00:00",27412.85,232032.74
"2018-03-22 00:00:00",26601.62,112887.77
"2018-03-23 00:00:00",25348.22,266940.21
"2018-03-24 00:00:00",23903.83,93353.76
"2018-03-25 00:00:00",46527.83,67288.47
"2018-03-26 00:00:00",32333.94,63822.53
"2018-03-27 00:00:00",42026.12,61991.83
"2018-03-28 00:00:00",31586.68,158004.73
"2018-03-29 00:00:00",24985.23,63110.08
"2018-03-30 00:00:00",31067.08,181881.85
"2018-03-31 00:00:00",22221.92,55736.24
"2018-04-01 00:00:00",17923.32,55352.19
"2018-04-02 00:00:00",18145.65,41916.03
"2018-04-03 00:00:00",21390.18,54448.92
"2018-04-04 00:00:00",19814.4,29288.15
"2018-04-05 00:00:00",16497.23,46195.88
"2018-04-06 00:00:00",22083.52,45174.81
"2018-04-07 00:00:00",13395.04,28062.91
"2018-04-08 00:00:00",29850.42,40627.99
"2018-04-09 00:00:00",23825.64,24212.32
"2018-04-10 00:00:00",23630.56,28805.89
"2018-04-11 00:00:00",21260.99,48375.01
"2018-04-12 00:00:00",21028.72,21904.81
"2018-04-13 00:00:00",31191.61,59966.15
"2018-04-14 00:00:00",29637.88,55634.99
"2018-04-15 00:00:00",23343.41,67481.36
"2018-04-16 00:00:00",28535.01,31953.61
"2018-04-17 00:00:00",31719.31,52188.5
"2018-04-18 00:00:00",25184.52,40901.98
"2018-04-19 00:00:00",28686.29,30681.43
"2018-04-20 00:00:00",30378.51,19046.33
"2018-04-21 00:00:00",22984,22744.43
"2018-04-22 00:00:00",15661,33824.47
"2018-04-23 00:00:00",111846.96,43831.66
"2018-04-24 00:00:00",28611.53,53747.43
"2018-04-25 00:00:00",27241.46,66483.9
"2018-04-26 00:00:00",24379.38,36396.6
"2018-04-27 00:00:00",22747.17,36437.98
"2018-04-28 00:00:00",36352.68,22751.06
"2018-04-29 00:00:00",59036.47,40908.04
"2018-04-30 00:00:00",28007.13,79284.06
"2018-05-01 00:00:00",20037.44,47992.36
"2018-05-02 00:00:00",21405.98,73547.34
"2018-05-03 00:00:00",16261.36,50923.88
"2018-05-04 00:00:00",33591.88,50500.58
"2018-05-05 00:00:00",30428.51,56630.09
"2018-05-06 00:00:00",30844.81,29854.31
"2018-05-07 00:00:00",27296.08,30495.61
"2018-05-08 00:00:00",28597.52,50788.18
"2018-05-09 00:00:00",27635.02,28678.76
"2018-05-10 00:00:00",21398.04,32508.88
"2018-05-11 00:00:00",21549.74,49866.2
"2018-05-12 00:00:00",17125.84,20967.72
"2018-05-13 00:00:00",16067.71,28032.42
"2018-05-14 00:00:00",18174.36,10436.71
"2018-05-15 00:00:00",16019.39,10224.95
"2018-05-16 00:00:00",18998.91,24727.04
"2018-05-17 00:00:00",29662.06,22356.56
"2018-05-18 00:00:00",36657.97,15152.93
"2018-05-19 00:00:00",27455.8,17249.73
"2018-05-20 00:00:00",20869.96,32234.17
"2018-05-21 00:00:00",18637.26,12541.51
"2018-05-22 00:00:00",18578.65,12170.96
"2018-05-23 00:00:00",16709.82,11616.95
"2018-05-24 00:00:00",31415.98,11612.02
"2018-05-25 00:00:00",22807.12,29478.29
"2018-05-26 00:00:00",32187.25,16918.63
"2018-05-27 00:00:00",27323.48,13253.23
"2018-05-28 00:00:00",24568.19,23948.05
"2018-05-29 00:00:00",40719.83,10591.57
"2018-05-30 00:00:00",33401.78,27079.72
"2018-05-31 00:00:00",24132.29,20068.38
"2018-06-01 00:00:00",20838.88,12869.69
"2018-06-02 00:00:00",22672.84,24960.01
"2018-06-03 00:00:00",47701.68,10558.96
"2018-06-04 00:00:00",27211.88,22545.97
"2018-06-05 00:00:00",21305.1,34943.47
"2018-06-06 00:00:00",21065.57,32537.89
"2018-06-07 00:00:00",29369.92,33881.69
"2018-06-08 00:00:00",27079.51,40460.23
"2018-06-09 00:00:00",21374.27,14758.59
"2018-06-10 00:00:00",18003.84,22040.36
"2018-06-11 00:00:00",20534.31,21741.89
"2018-06-12 00:00:00",18310.99,17874.97
"2018-06-13 00:00:00",23523.04,27394.26
"2018-06-14 00:00:00",14481.89,31024.16
"2018-06-15 00:00:00",26309.79,23803.36
"2018-06-16 00:00:00",14583.42,13590.17
"2018-06-17 00:00:00",20482.91,39929.07
"2018-06-18 00:00:00",27152.33,72577.6
"2018-06-19 00:00:00",26131.91,70355.74
"2018-06-20 00:00:00",16299.4,29233.77
"2018-06-21 00:00:00",30088.69,41775.06
"2018-06-22 00:00:00",33053.36,25909.55
"2018-06-23 00:00:00",19293.52,29195.14
"2018-06-24 00:00:00",19237.19,34797.98
"2018-06-25 00:00:00",24848.43,20194.9
"2018-06-26 00:00:00",13435.53,26285.88
"2018-06-27 00:00:00",16868.98,21099.01
"2018-06-28 00:00:00",14582.97,26513.73
"2018-06-29 00:00:00",21071.89,39492.97
"2018-06-30 00:00:00",16822.69,19843.17
"2018-07-01 00:00:00",11343.42,8677.5
"2018-07-02 00:00:00",6424.74,11536.92
"2018-07-03 00:00:00",13191.91,18053.41
"2018-07-04 00:00:00",11368.4,92655.13
"2018-07-05 00:00:00",16826.55,16674.93
"2018-07-06 00:00:00",14157.47,8488.12
"2018-07-07 00:00:00",11908.85,5658.3
"2018-07-08 00:00:00",14277.45,8044.77
"2018-07-09 00:00:00",22512.19,14297.02
"2018-07-10 00:00:00",12585.21,19001.16
"2018-07-11 00:00:00",13955.84,26252.37
"2018-07-12 00:00:00",21927.44,22899.73
"2018-07-13 00:00:00",20558.35,26787.32
"2018-07-14 00:00:00",11660.64,7249.71
"2018-07-15 00:00:00",15410.36,16491.33
"2018-07-16 00:00:00",18852.62,37422.6
"2018-07-17 00:00:00",16630.14,25788
"2018-07-18 00:00:00",20289.73,26918.29
"2018-07-19 00:00:00",11610.2,21880.38
"2018-07-20 00:00:00",12859.72,13863.33
"2018-07-21 00:00:00",16629.56,13286.13
"2018-07-22 00:00:00",16468.6,36624.3
"2018-07-23 00:00:00",18079.48,24690.62
"2018-07-24 00:00:00",11011.45,41199.92
"2018-07-25 00:00:00",20320.54,21221.8
"2018-07-26 00:00:00",20141.94,24022.01
"2018-07-27 00:00:00",384039.54,31681.51
"2018-07-28 00:00:00",881896.15,15164.22
"2018-07-29 00:00:00",17903.14,12786.32
"2018-07-30 00:00:00",138936.15,35028.78
"2018-07-31 00:00:00",79027.15,15084.21
"2018-08-01 00:00:00",19467.78,14567.8
"2018-08-02 00:00:00",220724.32,12227.1
"2018-08-03 00:00:00",24904.35,21290.53
"2018-08-04 00:00:00",40826.8,12934.35
"2018-08-05 00:00:00",42653.68,15012.94
"2018-08-06 00:00:00",30422.36,13827.57
"2018-08-07 00:00:00",21171.58,31846.56
"2018-08-08 00:00:00",21317.3,12676.42
"2018-08-09 00:00:00",23136.74,9998.22
"2018-08-10 00:00:00",9428.47,11704.25
"2018-08-11 00:00:00",12716.97,7804.54
"2018-08-12 00:00:00",14644.66,10790.4
"2018-08-13 00:00:00",15583.48,18609.44
"2018-08-14 00:00:00",52925.63,25423.1
"2018-08-15 00:00:00",41816.99,23393.85
"2018-08-16 00:00:00",38117.51,13558.5
"2018-08-17 00:00:00",30813.32,27078.51
"2018-08-18 00:00:00",46092.97,42573.03
"2018-08-19 00:00:00",47689.69,25737.71
"2018-08-20 00:00:00",27164.57,21265.8
"2018-08-21 00:00:00",51293.19,31152.43
"2018-08-22 00:00:00",30076.7,21714.69
"2018-08-23 00:00:00",44307.14,56879.15
"2018-08-24 00:00:00",54503.95,40374.12
"2018-08-25 00:00:00",132208.41,24848.47
"2018-08-26 00:00:00",35387.72,14989.45
"2018-08-27 00:00:00",28523.62,35571.5
"2018-08-28 00:00:00",38564.46,40991.75
"2018-08-29 00:00:00",39556.1,30081.87
"2018-08-30 00:00:00",43086.94,24319.28
"2018-08-31 00:00:00",51155.13,31395.78
"2018-09-01 00:00:00",52963.67,26254.26
"2018-09-02 00:00:00",55953.36,19532.34
"2018-09-03 00:00:00",37441.53,38213.59
"2018-09-04 00:00:00",26927.16,199132.64
"2018-09-05 00:00:00",32666.74,62104.7
"2018-09-06 00:00:00",23945.84,27813.09
"2018-09-07 00:00:00",35204.32,40570.65
"2018-09-08 00:00:00",25542.81,72674.25
"2018-09-09 00:00:00",35805.98,51837.36
"2018-09-10 00:00:00",22861.47,126876.66
"2018-09-11 00:00:00",26408.68,52934.53
"2018-09-12 00:00:00",40781.76,118217.12
"2018-09-13 00:00:00",20901.22,142377.76
"2018-09-14 00:00:00",23264.02,122911.85
"2018-09-15 00:00:00",13943.96,89231.37
"2018-09-16 00:00:00",16000.82,161417.13
"2018-09-17 00:00:00",19044.24,49869.74
"2018-09-18 00:00:00",13377.1,74945.6
"2018-09-19 00:00:00",17802.33,98560.43
"2018-09-20 00:00:00",19108.79,79480.5
"2018-09-21 00:00:00",94753.26,62827.3
"2018-09-22 00:00:00",45292.39,23338.36
"2018-09-23 00:00:00",21731.42,181978.5
"2018-09-24 00:00:00",22930.1,62339.54
"2018-09-25 00:00:00",26492.39,38397.82
"2018-09-26 00:00:00",36076.13,47522.63
"2018-09-27 00:00:00",51436.11,51198.79
"2018-09-28 00:00:00",18907.21,30260.58
"2018-09-29 00:00:00",17910.96,65820.57
"2018-09-30 00:00:00",25528.06,26515.25
"2018-10-01 00:00:00",22415.52,49992.18
"2018-10-02 00:00:00",23320.89,64886.91
"2018-10-03 00:00:00",18473.93,138348.7
"2018-10-04 00:00:00",24462.01,95015.92
"2018-10-05 00:00:00",31255.39,81528.83
"2018-10-06 00:00:00",20228.86,54334.02
"2018-10-07 00:00:00",19204.56,64069.02
"2018-10-08 00:00:00",14761.41,46251.51
"2018-10-09 00:00:00",17231.22,57530.59
"2018-10-10 00:00:00",28041.71,66851.4
"2018-10-11 00:00:00",39136.95,105308.83
"2018-10-12 00:00:00",45731.63,129941.94
"2018-10-13 00:00:00",38868.92,92971.39
"2018-10-14 00:00:00",20391.31,51316.05
"2018-10-15 00:00:00",39592.18,56321.63
"2018-10-16 00:00:00",20296.88,32451.97
"2018-10-17 00:00:00",35360.9,51640.6
"2018-10-18 00:00:00",27843.2,68765.64
"2018-10-19 00:00:00",52272.66,28078.99
"2018-10-20 00:00:00",22485.07,28641.05
"2018-10-21 00:00:00",30107.69,18792.69
"2018-10-22 00:00:00",112765.57,75711.03
"2018-10-23 00:00:00",42560.01,54615.91
"2018-10-24 00:00:00",22237.61,70766.9
"2018-10-25 00:00:00",36121.98,25196.66
"2018-10-26 00:00:00",36319.52,17726.96
"2018-10-27 00:00:00",21443.32,36906.87
"2018-10-28 00:00:00",39458.79,22414.73
"2018-10-29 00:00:00",31384.94,30318.45
"2018-10-30 00:00:00",62155.56,70100.08
"2018-10-31 00:00:00",20677.64,20967.18
"2018-11-01 00:00:00",40227.57,68632.63
"2018-11-02 00:00:00",71062.1,51907.82
"2018-11-03 00:00:00",20723.05,27295.41
"2018-11-04 00:00:00",21630.69,35282
"2018-11-05 00:00:00",237774.87,39650.88
"2018-11-06 00:00:00",30272.4,70398.77
"2018-11-07 00:00:00",62977.91,62949.48
"2018-11-08 00:00:00",52551.84,68994.31
"2018-11-09 00:00:00",29453.72,47859.73
"2018-11-10 00:00:00",26451.58,37882.7
"2018-11-11 00:00:00",190078.09,39234.38
"2018-11-12 00:00:00",59848.15,32354.59
"2018-11-13 00:00:00",55072.4,94058.33
"2018-11-14 00:00:00",50022.18,92104.47
"2018-11-15 00:00:00",72171.75,54386.22
"2018-11-16 00:00:00",45249.33,46409.36
"2018-11-17 00:00:00",15211.62,23725.43
"2018-11-18 00:00:00",20559.34,37320.79
"2018-11-19 00:00:00",63458.92,46639.22
"2018-11-20 00:00:00",56544.16,22197.08
"2018-11-21 00:00:00",17235.87,23067.03
"2018-11-22 00:00:00",24068.09,31114.31
"2018-11-23 00:00:00",38401.62,35267.39
"2018-11-24 00:00:00",18597.52,27324.42
"2018-11-25 00:00:00",21729.36,7897.61
"2018-11-26 00:00:00",24620.1,19702.09
"2018-11-27 00:00:00",22852.76,26711.26
"2018-11-28 00:00:00",32435.03,15354.87
"2018-11-29 00:00:00",73715.01,22746.51
"2018-11-30 00:00:00",80719.4,20435.54
"2018-12-01 00:00:00",31259.02,29268.3
"2018-12-02 00:00:00",28242.49,26374.8
"2018-12-03 00:00:00",24618.85,12874.93
"2018-12-04 00:00:00",21938.8,22254.16
"2018-12-05 00:00:00",21940.5,33100.62
"2018-12-06 00:00:00",16136.66,17035.37
"2018-12-07 00:00:00",18087.39,13653.51
"2018-12-08 00:00:00",25987.32,46366.22
"2018-12-09 00:00:00",19058.52,24483.61
"2018-12-10 00:00:00",15854.94,15854.99
"2018-12-11 00:00:00",127722.67,56932.79
"2018-12-12 00:00:00",850695.97,26954.92
"2018-12-13 00:00:00",22504.88,22885
"2018-12-14 00:00:00",159155.16,24594.67
"2018-12-15 00:00:00",88881.43,29098.02
"2018-12-16 00:00:00",174077.27,19074.15
"2018-12-17 00:00:00",42054.48,13985.23
"2018-12-18 00:00:00",30318.14,28403.15
"2018-12-19 00:00:00",370309.01,23008.84
"2018-12-20 00:00:00",970689.85,47918.59
"2018-12-21 00:00:00",2737235.99,111540.81
"2018-12-22 00:00:00",410234.01,49773.24
"2018-12-23 00:00:00",1295326.84,58706.66
"2018-12-24 00:00:00",23042.54,43489.67
"2018-12-25 00:00:00",20798.81,43597.4
"2018-12-26 00:00:00",9833.22,16248.13
"2018-12-27 00:00:00",11228.85,16534.98
"2018-12-28 00:00:00",44149.36,19212.28
"2018-12-29 00:00:00",9522.84,15394.84
"2018-12-30 00:00:00",32613.44,21456.04
"2018-12-31 00:00:00",32569.03,28807.53
"2019-01-01 00:00:00",8670.71,11661.06
"2019-01-02 00:00:00",12695.91,16367.01
"2019-01-03 00:00:00",11661.66,33234.75
"2019-01-04 00:00:00",32128.09,19742.63
"2019-01-05 00:00:00",10599.1,20209.39
"2019-01-06 00:00:00",712861.59,20208.73
"2019-01-07 00:00:00",9870.21,27260.68
"2019-01-08 00:00:00",26335.46,28733.17
"2019-01-09 00:00:00",19001.69,23104.88
"2019-01-10 00:00:00",16887.47,25950.64
"2019-01-11 00:00:00",42920.46,16993.74
"2019-01-12 00:00:00",37618.25,32768.14
"2019-01-13 00:00:00",59304.42,26835.58
"2019-01-14 00:00:00",43718.83,62028.14
"2019-01-15 00:00:00",9117.25,24257.09
"2019-01-16 00:00:00",54418.75,13388.88
"2019-01-17 00:00:00",10476.89,34691
"2019-01-18 00:00:00",20663.56,36444.55
"2019-01-19 00:00:00",13749.53,26130.8
"2019-01-20 00:00:00",13574.72,50062.37
"2019-01-21 00:00:00",15834.87,18105.21
"2019-01-22 00:00:00",9583.76,15266.42
"2019-01-23 00:00:00",13062.25,14516.74
"2019-01-24 00:00:00",12628.43,15250.9
"2019-01-25 00:00:00",20477.66,24490.66
"2019-01-26 00:00:00",20697.07,16067.3
"2019-01-27 00:00:00",20439.9,39505.3
"2019-01-28 00:00:00",38977,22802.56
"2019-01-29 00:00:00",7959.89,17366.4
"2019-01-30 00:00:00",869010.47,20796.79
"2019-01-31 00:00:00",13234.92,15280.97
"2019-02-01 00:00:00",10443.09,20620.75
"2019-02-02 00:00:00",14812.75,22440.05
"2019-02-03 00:00:00",17115.18,23508.16
"2019-02-04 00:00:00",10853.12,19599.87
"2019-02-05 00:00:00",19996.96,36026.94
"2019-02-06 00:00:00",26181.56,25903.4
"2019-02-07 00:00:00",20715.57,14299.34
"2019-02-08 00:00:00",8917.09,19125.38
"2019-02-09 00:00:00",14170.91,11978.19
"2019-02-10 00:00:00",31781.77,21969.05
"2019-02-11 00:00:00",25732.97,18293.69
"2019-02-12 00:00:00",9863.56,18034.09
"2019-02-13 00:00:00",9274.23,17281.36
"2019-02-14 00:00:00",10820.79,20388.06
"2019-02-15 00:00:00",16330.46,18763.69
"2019-02-16 00:00:00",12792.95,16734.76
